Alive precision,AliveDate,Alternate Link,Alternate_ID,Alternate_name,BirthDate,BornPrecision,DeathDate,DeathPrecision,FullTextPageNum,Index Category 1,LifeLength,LifeLength Precision,LineNumber,NameInIndex,NameOnChart,On Chart: Line #,OnChartCategory,Region_final,Section starting Line,Sex or gender V2,UO_ID,Watkins_ID,WikiLink,WikiLink in MM10?,aproxBirthDate,aproxDeathDate,case,continent,country,discrepancy
,,,,Aimon,,,1008.0,d.,42.0,H,,,20.0,Aimoin,Aimoin,20.0,Historians and Antiquaries Lawyers,France,0.0,male,85.0,9834.0,https://en.wikipedia.org/wiki/Aimoin,https://en.wikipedia.org/wiki/Aimoin,963.0,1008.0,case2,Europe|Europe,France|France,
,,,,"Akbar, Sultan",,,1605.0,d.,42.0,,63.0,,128.0,Akbar,Akbar,2.0,Statesmen and Warriors,India,126.0,male,86.0,263.0,https://en.wikipedia.org/wiki/Akbar,missing from MM10,1542.0,1605.0,case1,Asia,Pakistan,
fl.,130.0,,,Akiba,,,,,42.0,J,,,102.0,Akiba,Akiba,4.0,Divines and Metaphysicians &cc,0,98.0,male,88.0,265.0,https://en.wikipedia.org/wiki/Rabbi_Akiva,https://en.wikipedia.org/wiki/Rabbi_Akiva,107.0,153.0,"case3
",0,0,
,,,,,,,1237.0,d.,44.0,,69.0,,129.0,Al Kamel,Al Kamel,3.0,Statesmen and Warriors,Africa,126.0,male,89.0,,https://en.wikipedia.org/wiki/Al-Kamil,https://en.wikipedia.org/wiki/Al-Kamil,1168.0,1237.0,case1,Africa|Asia,Egypt,
,,,,Almanzor (the Victorious),,,775.0,d.,44.0,,63.0,,133.0,Al Mansur,Almansur,7.0,Statesmen and Warriors,Arabia,126.0,male,90.0,460.0,https://en.wikipedia.org/wiki/Al-Mansur,https://en.wikipedia.org/wiki/Al-Mansur,712.0,775.0,case1,Asia,Jordan,
,,,,,,,689.0,d.,44.0,,66.0,,135.0,Al Mochtar,Al Mochtar,9.0,Statesmen and Warriors,Arabia,126.0,male,91.0,,https://en.wikipedia.org/wiki/Mukhtar_al-Thaqafi,https://en.wikipedia.org/wiki/Mukhtar_al-Thaqafi,623.0,689.0,case1,Asia,Saudi Arabia,
,,,,,1386.0,b.,,,42.0,H,,,10.0,Alain,Alain,10.0,Historians and Antiquaries Lawyers,France,0.0,male,92.0,269.0,https://en.wikipedia.org/wiki/Alain_Chartier,https://en.wikipedia.org/wiki/Alain_Chartier,1386.0,0.0,,Europe,France,
,,,,,,,694.0,d.,42.0,,,,147.0,Alakis,Alakis,21.0,Statesmen and Warriors,Italy,126.0,male,93.0,,https://en.wikipedia.org/wiki/Alahis,https://en.wikipedia.org/wiki/Alahis,649.0,694.0,case2,Europe,Italy,
,,,,"Aleman, Lewis",,,1450.0,d.,43.0,D,60.0,,104.0,Alamund,Alamund,6.0,Divines and Metaphysicians &cc,France,98.0,male,94.0,363.0,https://en.wikipedia.org/wiki/Louis_Aleman,https://en.wikipedia.org/wiki/Louis_Aleman,1390.0,1450.0,case1,Europe,France,
,,,,,,,1182.0,d.,43.0,D,,,115.0,Alanus de Insulis,Alanus,17.0,Divines and Metaphysicians &cc,France,98.0,male,95.0,,https://en.wikipedia.org/wiki/Alain_de_Lille,https://en.wikipedia.org/wiki/Alain_de_Lille,1137.0,1182.0,case2,Europe,France,
,,,,Alaric I. king of the Visigoths,,,410.0,d.,43.0,,,,147.0,Alaric the Goth,Alaric,21.0,Statesmen and Warriors,Germany,126.0,male,96.0,277.0,https://en.wikipedia.org/wiki/Alaric_I,https://en.wikipedia.org/wiki/Alaric_I,365.0,410.0,case2,Europe,Romania,
,,,,"Alban, St.",,,303.0,d.,43.0,F,,,108.0,Alban St.,St. Alban,10.0,Divines and Metaphysicians &cc,Great Britain,98.0,male,97.0,281.0,https://en.wikipedia.org/wiki/Saint_Alban,https://en.wikipedia.org/wiki/Saint_Alban,258.0,303.0,case2,Europe,United Kingdom,
,,,,"Albani, Francis",,,1660.0,d.,43.0,Pa,82.0,,64.0,Albani,Albani,22.0,Artists Poets,Italy,42.0,male,98.0,282.0,https://en.wikipedia.org/wiki/Francesco_Albani,https://en.wikipedia.org/wiki/Francesco_Albani,1578.0,1660.0,case1,Europe,Italy,
,,,,Albatengi,,,928.0,d.,43.0,M,,,84.0,Albategni,Albategni,16.0,Mathematicians &cc Physicians,Turky in Asia,68.0,male,99.0,284.0,https://en.wikipedia.org/wiki/Al-Battani,https://en.wikipedia.org/wiki/Al-Battani,883.0,928.0,case2,Asia|Europe,Turkey,
,,,,"Alberoni, Cardinal",,,1752.0,d.,43.0,,88.0,,134.0,Alberoni Card.,Alberoni,8.0,Statesmen and Warriors,Italy,126.0,male,100.0,288.0,https://en.wikipedia.org/wiki/Giulio_Alberoni,https://en.wikipedia.org/wiki/Giulio_Alberoni,1664.0,1752.0,case1,Europe,Italy,
,,,,Albert I. emperor and duke of Austria,,,1308.0,d.,43.0,,,,143.0,Albert,Albert,17.0,Statesmen and Warriors,Switzerland,126.0,male,101.0,289.0,https://en.wikipedia.org/wiki/Albert_I_of_Germany,https://en.wikipedia.org/wiki/Albert_I_of_Germany,1263.0,1308.0,case2,Europe,Switzerland,
fl.,1289.0,,,,,,,,43.0,M,,,91.0,Albertet,Albertet,23.0,Mathematicians &cc Physicians,France,68.0,male,102.0,,https://en.wikipedia.org/wiki/Albertet_de_Sestaro,https://en.wikipedia.org/wiki/Albertet_de_Sestaro,1266.0,1312.0,"case3
",Europe,France,
fl.,1443.0,,,Alberti. Leoni-Baptista,,,,,43.0,Ar,,,62.0,Alberti Leo Baptista,L. B. Alberti,20.0,Artists Poets, ,42.0,male,103.0,305.0,https://en.wikipedia.org/wiki/Leon_Battista_Alberti,https://en.wikipedia.org/wiki/Leon_Battista_Alberti,1420.0,1466.0,"case3
",Europe,Italy,
,,,,,,,1280.0,d.,43.0,M,,,90.0,Albertus Magnus,Albertus Mag:,22.0,Mathematicians &cc Physicians,Germany,68.0,male,104.0,311.0,https://en.wikipedia.org/wiki/Albertus_Magnus,missing from MM10,1235.0,1280.0,case2,Europe,Germany,
,,,,"Albinus, Decimus Clodius",,,198.0,d.,43.0,,,,142.0,Albinus,Albinus,16.0,Statesmen and Warriors,Africa,126.0,male,105.0,315.0,https://en.wikipedia.org/wiki/Clodius_Albinus,https://en.wikipedia.org/wiki/Clodius_Albinus,153.0,198.0,case2,Africa,Tunisia,
,,,,"Alboin, King of the Lombards",,,595.0,d.,43.0,,,,136.0,Alboinus the Lombard,Alboinus,10.0,Statesmen and Warriors,0,126.0,male,107.0,320.0,https://en.wikipedia.org/wiki/Alboin,https://en.wikipedia.org/wiki/Alboin,550.0,595.0,case2,0,0,YearCh
fl.,1120.0,,,"Albucasis, properly Abul Casem Calaf Ebn'Ol Abbas",,,,,43.0,Ph,,,71.0,Albucasis,Albucasis,3.0,Mathematicians &cc Physicians,Spain,68.0,male,109.0,324.0,https://en.wikipedia.org/wiki/Al-Zahrawi,https://en.wikipedia.org/wiki/Al-Zahrawi,1097.0,1143.0,"case3
",Europe,Spain,
fl.,841.0,,,"Albumazar, or Albuassar",,,,,43.0,M,,,87.0,Albumazar,Albumazar,19.0,Mathematicians &cc Physicians,Western Tartary,68.0,male,110.0,325.0,https://en.wikipedia.org/wiki/Abu_Ma%CA%BFshar,https://en.wikipedia.org/wiki/Abu_Ma%CA%BFshar,818.0,864.0,"case3
",Asia,Afghanistan,
,,,,"Albuquerque, Alphonso de",,,1515.0,d.,43.0,,63.0,,143.0,Albuquerque,Albuquerque,17.0,Statesmen and Warriors, ,126.0,male,111.0,326.0,https://en.wikipedia.org/wiki/Afonso_de_Albuquerque,https://en.wikipedia.org/wiki/Afonso_de_Albuquerque,1452.0,1515.0,case1,Europe,Portugal,
fl.,-607.0,,,Alcaeus,,,,,43.0,P,,,48.0,Alcaeus,Alcaeus,6.0,Artists Poets, ,42.0,male,112.0,330.0,https://en.wikipedia.org/wiki/Alcaeus_of_Mytilene,missing from MM10,-630.0,-584.0,"case3
",Europe,Greece,
fl.,1480.0,,,Alchabitius,,,,,43.0,M,,,82.0,Alchabitius,Alchabitius,14.0,Mathematicians &cc Physicians,0,68.0,male,113.0,332.0,https://en.wikipedia.org/wiki/Al-Qabisi,https://en.wikipedia.org/wiki/Al-Qabisi,1457.0,1503.0,"case3
",0,0,
,,,,"Alciati, Andrew",,,1550.0,d.,43.0,L,57.0,,5.0,Alciat,Alciat,5.0,Historians and Antiquaries Lawyers,Italy,0.0,male,114.0,334.0,https://en.wikipedia.org/wiki/Andrea_Alciato,https://en.wikipedia.org/wiki/Andrea_Alciato,1493.0,1550.0,case1,Europe|Europe,Italy|Italy,
,,,,"Alcibiades, Son of Clinias",,,-404.0,d.,43.0,,46.0,,140.0,Alcibiades,Alcibiades,14.0,Statesmen and Warriors,Turky in Europe,126.0,male,115.0,335.0,https://en.wikipedia.org/wiki/Alcibiades,missing from MM10,-450.0,-404.0,case1,Europe,Classical Athens,
,,,,"Avitus, Sextus Alcimus Ecdicius",,,523.0,d.,43.0,F,,,117.0,Alcimus Avitus,Alc. Avitus,19.0,Divines and Metaphysicians &cc,France,98.0,male,116.0,455.0,https://en.wikipedia.org/wiki/Avitus_of_Vienne,https://en.wikipedia.org/wiki/Avitus_of_Vienne,478.0,523.0,case2,Europe,France,
fl.,-670.0,,,Alcman,,,,,43.0,P,,,47.0,Alcman,Alcman,5.0,Artists Poets,Turky in Asia,42.0,male,117.0,341.0,https://en.wikipedia.org/wiki/Alcman,missing from MM10,-693.0,-647.0,"case3
",Asia|Europe,Turkey,
,,,,"Alcuin, Albinus Flaccus",,,814.0,d.,43.0,D,,,112.0,Alcuinus,Alcuinus,14.0,Divines and Metaphysicians &cc,Great Britain,98.0,male,118.0,344.0,https://en.wikipedia.org/wiki/Alcuin,https://en.wikipedia.org/wiki/Alcuin,769.0,814.0,case2,Europe,United Kingdom,
,,,,"Aldhelm, or Adelm",,,709.0,d.,43.0,D,,,110.0,Aldhelm,Aldhelm,12.0,Divines and Metaphysicians &cc,Great Britain,98.0,male,120.0,349.0,https://en.wikipedia.org/wiki/Aldhelm,https://en.wikipedia.org/wiki/Aldhelm,664.0,709.0,case2,Europe,Kingdom of Wessex,
,,,2,"Aldrovandi, Ulysess",,,1605.0,d.,43.0,Ph,,,72.0,Aldrovandus,Aldrovandus,4.0,Mathematicians &cc Physicians,Italy,68.0,male,121.0,,https://en.wikipedia.org/wiki/Ulisse_Aldrovandi,https://en.wikipedia.org/wiki/Ulisse_Aldrovandi,1560.0,1605.0,case2,Europe,Italy,
,,,,Alexander the Great,,,-323.0,d.,43.0,,32.0,,140.0,Alexander,Alexander,14.0,Statesmen and Warriors,Turky in Europe,126.0,male,122.0,372.0,https://en.wikipedia.org/wiki/Alexander_the_Great,https://en.wikipedia.org/wiki/Alexander_the_Great,-355.0,-323.0,case1,Europe,Greece,
,,,,Alexander ab Alexandro,,,1521.0,d.,43.0,Cr,50.0,,38.0,Alexander [Ab] Alexandro,Alexander A.,16.0,Orators and Critics &cc, ,22.0,male,123.0,9835.0,https://en.wikipedia.org/wiki/Alessandro_Alessandri,https://en.wikipedia.org/wiki/Alessandro_Alessandri,1471.0,1521.0,case1,Europe,Italy,
,,,,Alexander VI,,,1503.0,d.,43.0,Po,,,121.0,Alexander 6th,Alexander 6th,23.0,Divines and Metaphysicians &cc,Spain,98.0,male,124.0,384.0,https://en.wikipedia.org/wiki/Pope_Alexander_VI,https://en.wikipedia.org/wiki/Pope_Alexander_VI,1458.0,1503.0,case2,Europe,Spain,
fl.,201.0,,,Alexander Aphrodisaeus,,,,,43.0,Cr,,,41.0,Alexander Aphrodisiensis,Alexander Aph:,19.0,Orators and Critics &cc,Turky in Asia,22.0,male,125.0,390.0,https://en.wikipedia.org/wiki/Alexander_of_Aphrodisias,https://en.wikipedia.org/wiki/Alexander_of_Aphrodisias,178.0,224.0,"case3
",Asia|Europe,Turkey,
fl.,620.0,,,Alexander Trallianus,,,,,43.0,Ph,,,72.0,Alexander Tralliensis,Alexander Tr:,4.0,Mathematicians &cc Physicians,Turky in Asia,68.0,male,128.0,393.0,https://en.wikipedia.org/wiki/Alexander_of_Tralles,https://en.wikipedia.org/wiki/Alexander_of_Tralles,597.0,643.0,"case3
",Asia|Europe,Turkey,YearCh
,,,,Alexius I. (Comnenus),,,1118.0,d.,43.0,,,,135.0,Alexius Comnenus,Alexius,9.0,Statesmen and Warriors, ,126.0,male,129.0,410.0,https://en.wikipedia.org/wiki/Alexios_I_Komnenos,https://en.wikipedia.org/wiki/Alexios_I_Komnenos,1073.0,1118.0,case2,Europe|Europe|Asia|Asia|Europe|Africa,Byzantine Empire|Latin Empire|Ottoman Empire,
fl.,-10.0,,,"Alfenus, Varus",,,,,43.0,L,,,1.0,Alfenus Varus,Alfenus Var:,1.0,Historians and Antiquaries Lawyers,Italy,0.0,male,130.0,416.0,https://en.wikipedia.org/wiki/Alfenus_Varus,https://en.wikipedia.org/wiki/Alfenus_Varus,-33.0,13.0,"case3
",Europe,Italy,
fl.,879.0,,,"Alfragan, or Alfergan, Mahomet",,,,,44.0,M,,,89.0,Alfragani,Alfraganus,21.0,Mathematicians &cc Physicians,Western Tartary,68.0,male,131.0,418.0,https://en.wikipedia.org/wiki/Ahmad_ibn_Muhammad_ibn_Kathir_al-Farghani,https://en.wikipedia.org/wiki/Ahmad_ibn_Muhammad_ibn_Kathir_al-Farghani,856.0,902.0,"case3
",Asia|Asia|Asia,Kyrgyzstan|Uzbekistan|Tajikistan,
,,,,"Alfred, or Aelfred, the Great",,,900.0,d.,44.0,,50.0,,151.0,Alfred,Alfred,25.0,Statesmen and Warriors,Great Britain,126.0,male,132.0,419.0,https://en.wikipedia.org/wiki/Alfred_the_Great,https://en.wikipedia.org/wiki/Alfred_the_Great,850.0,900.0,case1,Europe,United Kingdom,
,,,,"Ali, Son of Abu Taleb",,,660.0,d.,44.0,,59.0,,129.0,Ali,Ali,3.0,Statesmen and Warriors,Arabia,126.0,male,134.0,428.0,https://en.wikipedia.org/wiki/Ali,missing from MM10,601.0,660.0,case1,Asia,Saudi Arabia,
fl.,-211.0,,,"Alimentus, Cincius",,,,,44.0,L,,,5.0,Alimentus L. C.,Alimentus,5.0,Historians and Antiquaries Lawyers,Italy,0.0,male,136.0,431.0,https://en.wikipedia.org/wiki/Lucius_Cincius_Alimentus,https://en.wikipedia.org/wiki/Lucius_Cincius_Alimentus,-234.0,-188.0,"case3
",0,0,
fl.,-500.0,,,Alcmaeon,,,,,44.0,HP Ital,,,117.0,Almaeon,Alamaeon,19.0,Divines and Metaphysicians &cc,Italy,98.0,male,140.0,342.0,https://en.wikipedia.org/wiki/Alcmaeon_of_Croton,https://en.wikipedia.org/wiki/Alcmaeon_of_Croton,-523.0,-477.0,"case3
",Europe,Italy,
,,,,Almamon,,,833.0,d.,44.0,,,,131.0,Almamon,Almamon,5.0,Statesmen and Warriors,Turky in Asia,126.0,male,141.0,458.0,https://en.wikipedia.org/wiki/Al-Ma%27mun,https://en.wikipedia.org/wiki/Al-Ma%27mun,788.0,833.0,case2,Asia,Iraq,
,,,,,,,1109.0,d.,44.0,,,,138.0,Alonzo 6th of Castile,Alonzo 6th,12.0,Statesmen and Warriors,Spain,126.0,male,142.0,,https://en.wikipedia.org/wiki/Alfonso_VI_of_Le%C3%B3n_and_Castile,https://en.wikipedia.org/wiki/Alfonso_VI_of_Le%C3%B3n_and_Castile,1064.0,1109.0,case2,Europe,Spain,
,,,,"Alphonso III., the Great",,,912.0,d.,44.0,,63.0,,137.0,Alonzo the great of Castile,Alfonso Gr:,11.0,Statesmen and Warriors,Spain,126.0,male,143.0,475.0,https://en.wikipedia.org/wiki/Alfonso_III_of_Asturias,https://en.wikipedia.org/wiki/Alfonso_III_of_Asturias,849.0,912.0,case1,Europe,Spain,
,,,,"Alphonsus, Peter",,,1185.0,d.,44.0,,75.0,,143.0,Alphonsus Henriques of Portugal,Alphonsus P.,17.0,Statesmen and Warriors,Portugal,126.0,male,145.0,479.0,https://en.wikipedia.org/wiki/Afonso_I_of_Portugal,https://en.wikipedia.org/wiki/Afonso_I_of_Portugal,1110.0,1185.0,case1,Europe,Portugal,
,,,,,,,1284.0,d.,44.0,,67.0,,146.0,Alphonsus of Arragon,Alphonsus,20.0,Statesmen and Warriors,Spain,126.0,male,146.0,,https://en.wikipedia.org/wiki/Alfonso_X_of_Castile,https://en.wikipedia.org/wiki/Alfonso_X_of_Castile,1217.0,1284.0,case1,Europe,Spain,
,,,,"Alva, Ferdinand Alvarez de Toledo",,,1582.0,d.,44.0,,74.0,,136.0,Alva (John Duke of),Ferd. Of Alva,10.0,Statesmen and Warriors,Spain,126.0,male,148.0,494.0,"https://en.wikipedia.org/wiki/Fernando_%C3%81lvarez_de_Toledo,_3rd_Duke_of_Alba","https://en.wikipedia.org/wiki/Fernando_%C3%81lvarez_de_Toledo,_3rd_Duke_of_Alba",1508.0,1582.0,case1,Europe,Spain,
,,,,Amasis,,,-526.0,d.,44.0,,,,131.0,Amasis,Amasis,5.0,Statesmen and Warriors,Africa,126.0,male,149.0,524.0,https://en.wikipedia.org/wiki/Amasis_II,https://en.wikipedia.org/wiki/Amasis_II,-571.0,-526.0,case2,0,0,
,,,,Amaziah,,,-809.0,d.,44.0,,,,136.0,Amaziah,Amaziah,10.0,Statesmen and Warriors,Turky in Asia,126.0,male,150.0,529.0,https://en.wikipedia.org/wiki/Amaziah_of_Judah,https://en.wikipedia.org/wiki/Amaziah_of_Judah,-854.0,-809.0,case2,Asia,Israel,
,,,,"Ambrose, bishop of Milan",,,397.0,d.,44.0,F,,,114.0,Ambrose,Ambrose,16.0,Divines and Metaphysicians &cc,Germany,98.0,male,151.0,534.0,https://en.wikipedia.org/wiki/Ambrose,missing from MM10,352.0,397.0,case2,Europe,Germany,
,,,,Ambrosius Aurelianus,,,508.0,d.,44.0,,,,133.0,Ambrosius,Ambrosius,7.0,Statesmen and Warriors,Great Britain,126.0,male,152.0,540.0,https://en.wikipedia.org/wiki/Ambrosius_Aurelianus,https://en.wikipedia.org/wiki/Ambrosius_Aurelianus,463.0,508.0,case2,0,0,
,,,,,,,778.0,d.,44.0,D,,,109.0,Ambrosius Autpertus,Autbert,11.0,Divines and Metaphysicians &cc,France,98.0,male,153.0,,https://en.wikipedia.org/wiki/Autpert_Ambrose,https://en.wikipedia.org/wiki/Autpert_Ambrose,733.0,778.0,case2,Europe,France,
,,,,,,,-887.0,d.,44.0,,,,129.0,Amenophis,Amenophis,3.0,Statesmen and Warriors,Africa,126.0,male,154.0,,https://en.wikipedia.org/wiki/Akhenaten,https://en.wikipedia.org/wiki/Akhenaten,-932.0,-887.0,case2,Africa|Asia,Egypt,
fl.,1541.0,,,,,,,,44.0,H,,,3.0,Amir Yahia,Amir Yahia,3.0,Historians and Antiquaries Lawyers,Persia,0.0,unsure,155.0,,0,0,1518.0,1564.0,"case3
",0,0,
,,,,Ammianus Marcellinus,,,380.0,d. ab.,44.0,H,,,12.0,Ammianus Marcellinus,Ammian M.,12.0,Historians and Antiquaries Lawyers,Turky in Asia,0.0,male,156.0,556.0,https://en.wikipedia.org/wiki/Ammianus_Marcellinus,missing from MM10,335.0,380.0,case2,Asia|Europe,Turkey,
,,,,Ammon,,,-1002.0,d. ab.,44.0,,,,131.0,Ammon,Ammon,5.0,Statesmen and Warriors,Turky in Asia,126.0,male,157.0,558.0,https://en.wikipedia.org/wiki/Amon_of_Judah,https://en.wikipedia.org/wiki/Amon_of_Judah,-1047.0,-1002.0,case2,0,0,
,,,,Ammonius Saccas,,,247.0,d. ab.,44.0,F,80.0,,117.0,Ammonius,Ammonius,19.0,Divines and Metaphysicians &cc,0,98.0,male,158.0,9802.0,https://en.wikipedia.org/wiki/Ammonius_of_Alexandria_(Christian),https://en.wikipedia.org/wiki/Ammonius_of_Alexandria_(Christian),167.0,247.0,case6,0,0,
fl.,389.0,,,"Ammonius, the Grammarian",,,,,44.0,Cr,,,29.0,Ammonius Grammaticus,Ammonius,7.0,Orators and Critics &cc,Italy,22.0,male,159.0,561.0,https://en.wikipedia.org/wiki/Ammonius_Grammaticus,https://en.wikipedia.org/wiki/Ammonius_Grammaticus,366.0,412.0,"case3
",Europe,Italy,
fl.,500.0,,3,"Ammonius, Son of Hermias",,,,,44.0,HP,,,122.0,Ammonius Hermaeaei filius,Ammonius H.,24.0,Divines and Metaphysicians &cc,Africa,98.0,male,160.0,,https://en.wikipedia.org/wiki/Ammonius_Hermiae,https://en.wikipedia.org/wiki/Ammonius_Hermiae,477.0,523.0,"case3
",Africa|Asia,Egypt,
fl.,790.0,,,Amos,,,,,44.0,J,,,102.0,Amos,Amos,4.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,161.0,567.0,https://en.wikipedia.org/wiki/Amos_(prophet),missing from MM10,767.0,813.0,"case3
",Asia,Israel,YearCh
fl.,-1070.0,,,,,,,,44.0,,,,104.0,Amosis,Amosis,6.0,Divines and Metaphysicians &cc,Africa,98.0,male,162.0,,https://en.wikipedia.org/wiki/Ahmose_I,https://en.wikipedia.org/wiki/Ahmose_I,-1093.0,-1047.0,"case3
",0,0,
fl.,320.0,,,,,,,,44.0,H,,,11.0,Ampelius,Ampelius,11.0,Historians and Antiquaries Lawyers,0,0.0,male,163.0,,https://en.wikipedia.org/wiki/Liber_Memorialis,https://en.wikipedia.org/wiki/Liber_Memorialis,297.0,343.0,"case3
",0,0,
fl.,-963.0,,,,,,,,44.0,,,,141.0,Amphictyon,Amphictyon,15.0,Statesmen and Warriors,0,126.0,male,164.0,,https://en.wikipedia.org/wiki/Amphictyon,https://en.wikipedia.org/wiki/Amphictyon,-986.0,-940.0,"case3
",0,0,
,,,,Amru-Ebn-Al-As,,,664.0,d.,44.0,,,,134.0,Amru Ebn Al As,Amru al As:,8.0,Statesmen and Warriors,Arabia,126.0,male,165.0,9838.0,https://en.wikipedia.org/wiki/Amr_ibn_al-As,https://en.wikipedia.org/wiki/Amr_ibn_al-As,619.0,664.0,case2,Asia,Saudi Arabia,
,,,,Anacreon,,,-474.0,d.,45.0,P,85.0,,51.0,Anacreon,Anacreon,9.0,Artists Poets,Turky in Asia,42.0,male,166.0,582.0,https://en.wikipedia.org/wiki/Anacreon,missing from MM10,-559.0,-474.0,case1,Asia|Europe,Turkey,
fl.,-590.0,,,Anacharsis,,,,,45.0,HP,,,110.0,Anarcharsis,Anacharsis,12.0,Divines and Metaphysicians &cc,0,98.0,male,167.0,578.0,https://en.wikipedia.org/wiki/Anacharsis,https://en.wikipedia.org/wiki/Anacharsis,-613.0,-567.0,"case3
",0,0,
,,,,Anastasius I. Emperor of the East,,,518.0,d.,45.0,,87.0,,140.0,Anastasius,Anastasius,14.0,Statesmen and Warriors,Turky in Europe,126.0,male,168.0,584.0,https://en.wikipedia.org/wiki/Anastasius_I_Dicorus,https://en.wikipedia.org/wiki/Anastasius_I_Dicorus,431.0,518.0,case1,Europe,Albania,
,,,,"Anastasius, the librarian",,,886.0,d.,45.0,Cr,,,40.0,Anastasius Bibliotheca,Anastasius L.,18.0,Orators and Critics &cc,Italy,22.0,male,170.0,592.0,https://en.wikipedia.org/wiki/Anastasius_Bibliothecarius,https://en.wikipedia.org/wiki/Anastasius_Bibliothecarius,841.0,886.0,case2,Europe,Italy,
fl.,270.0,,,"Anatolius, bishop of Laodicea in Syria",,,,,45.0,F,,,116.0,Anatolius,Anatolius,18.0,Divines and Metaphysicians &cc,Africa,98.0,male,171.0,593.0,https://en.wikipedia.org/wiki/Anatolius_of_Laodicea,https://en.wikipedia.org/wiki/Anatolius_of_Laodicea,247.0,293.0,"case3
",Africa|Asia,Egypt,
,,,,Anaxagoras,,,-428.0,d.,45.0,HP Ion,72.0,,122.0,Anaxagoras Claz.,Anaxagoras,24.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,172.0,595.0,https://en.wikipedia.org/wiki/Anaxagoras,missing from MM10,-500.0,-428.0,case1,Asia|Europe,Turkey,
fl.,-340.0,,,Anaxarchus,,,,,45.0,HP Eleat,,,113.0,Anaxarchus,Anaxarchus,15.0,Divines and Metaphysicians &cc,Turky in Europe,98.0,male,173.0,598.0,https://en.wikipedia.org/wiki/Anaxarchus,https://en.wikipedia.org/wiki/Anaxarchus,-363.0,-317.0,"case3
",Europe,Greece,
,,,,Anaximander,,,-547.0,d.,45.0,HP Ion,,,117.0,Anaximander,Anaximander,19.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,174.0,600.0,https://en.wikipedia.org/wiki/Anaximander,missing from MM10,-592.0,-547.0,case2,Asia|Europe,Turkey,
,,,,"Anaximenes, philosopher of Miletus",,,-504.0,d.,45.0,HP Ion,64.0,,120.0,Anaximenes,Anaximenes,22.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,175.0,601.0,https://en.wikipedia.org/wiki/Anaximenes_of_Miletus,https://en.wikipedia.org/wiki/Anaximenes_of_Miletus,-568.0,-504.0,case1,Asia|Europe,Turkey,
liv. af.,-399.0,,,Andocides,-468.0,b.,,,45.0,Or,,,34.0,Andocides,Andocides,12.0,Orators and Critics &cc,Turky in Europe,22.0,male,176.0,615.0,https://en.wikipedia.org/wiki/Andocides,https://en.wikipedia.org/wiki/Andocides,-468.0,-376.0,case14,Europe,Greece,
,,,,Andrea del Sarto,,,1520.0,d.,45.0,Pa,42.0,,47.0,Andrea del Sarto,And. del Sarto,5.0,Artists Poets,Italy,42.0,male,177.0,8630.0,https://en.wikipedia.org/wiki/Andrea_del_Sarto,missing from MM10,1478.0,1520.0,case1,Europe,Italy,
,,,,"Andrew, bishop of Crete",,,724.0,d.,45.0,D,,,117.0,Andreas Cretensis,Andreas Cr.,19.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,178.0,629.0,https://en.wikipedia.org/wiki/Andrew_of_Crete,https://en.wikipedia.org/wiki/Andrew_of_Crete,679.0,724.0,case2,Asia,Syria,
,,,,"Andrew, or Andreas, John",,,1347.0,d.,45.0,L,,,2.0,Andreas J,Andreas,2.0,Historians and Antiquaries Lawyers,Italy,0.0,male,179.0,619.0,https://en.wikipedia.org/wiki/Giovanni_d%27Andrea,https://en.wikipedia.org/wiki/Giovanni_d%27Andrea,1302.0,1347.0,case2,Europe,Italy,
,,,,Andriscus,,,-148.0,d.,45.0,,,,134.0,Andriscus,Andriscus,8.0,Statesmen and Warriors,Turky in Asia,126.0,male,180.0,640.0,https://en.wikipedia.org/wiki/Andriscus,https://en.wikipedia.org/wiki/Andriscus,-193.0,-148.0,case2,0,0,
fl.,-59.0,,,Andronicus of Rhodes,,,,,45.0,HP Per,,,117.0,Andronicus Rhodius,Andronicus,19.0,Divines and Metaphysicians &cc,Turky in Europe,98.0,male,182.0,644.0,https://en.wikipedia.org/wiki/Andronicus_of_Rhodes,https://en.wikipedia.org/wiki/Andronicus_of_Rhodes,-82.0,-36.0,"case3
",Europe,Greece,
,,,,"Buonarrotti or Buonarota, Michael-Angelo",,,1564.0,d.,45.0,Pa,89.0,,63.0,Angelo M,M. Angelo,21.0,Artists Poets,Italy,42.0,male,183.0,9839.0,https://en.wikipedia.org/wiki/Michelangelo,https://en.wikipedia.org/wiki/Michelangelo,1475.0,1564.0,case1,Europe,Italy,
,,https://www.biblicalcyclopedia.com/A/angriani-(aygriani-or-aygnani)-michael.html,28,"Angriani, Michael",,,1416.0,d.,45.0,D,,,107.0,Angriani,Angriani,9.0,Divines and Metaphysicians &cc,Italy,98.0,male,184.0,,0,0,1371.0,1416.0,case2,0,0,
