Alive precision,AliveDate,Bio Name,BioSource,Biography,BirthDate,BornPrecision,Citation,DeathDate,DeathPrecision,FullTextPageNum,Index Category 1,IndexLifeCode,LifeLength,LifeLength Precision,LineNumber,NameInIndex,NameOnChart,On Chart: Line #,OnChartCategory,Region_final,Section starting Line,Sex or gender V2,UO_ID,VisualCase,WikiLink,aproxBirthDate,aproxDeathDate,case
,,Fox (John),Watkins,"An English divine, was born at Boston in Lincolnshire, in 1517, and educated at Brasenose college, Oxford, from whence he removed to a fellowship in Magdalen college. In 1545 he was expelled on a charge of heresy, which reduced him to great distress. At length sir Thomas, Lucy of Warwickshire, took him into his house as tutor to his children. Afterwards he removed to London, and was employed by the duchess of Richmond as tutor to the earl of Surrey's children. Here he continued till the reign of queen Mary, when his life being in danger on account of his principles, he withdrew with his wife and other protestants to the Continent. Mr. Fox settled at Basil, and earned his subsistence by correcting the press for Oporinus the printer. On the accession of queen Elizabeth, he returned to England, and by means of secretary Cecil, obtained a prebend of Salisbury. In 1563 he published his Acts and Monuments of the Church, better known by the name of Fox's Book of Martyrs, in one large volume folio. In the edition of 1583, it made two volumes: and in the subsequent ones, three. This book has always been highly esteemed by protestants, though it is stigmatized by the romanists with the name of Fox's Golden Legend. He died in 1587, and was buried in the church of St. Giles, Cripplegate, of which he was some time vicar. Besides his Acts and Monuments, he published several books, particularly Latin comedies on scripture subjects. Mr. Fox was a man of learning, piety, and humility.",,,,1587.0,d.,67.0,D,d. (LL),69.0,,122,"Fox, John",J. Fox,23.0,Divines and Metaphysicians &cc,Great Britain,99.0,male,932.0,C,https://en.wikipedia.org/wiki/John_Foxe,1518.0,1587.0,case1
,,Fracastorio (Jerome),Watkins,"An Italian poet and physician, was born at Verona in 1483. He studied at Padua, and at the age of 19 he became professor of logic. He afterwards settled at Verona, where he gained a wonderful reputation. He was appointed physician to the council of Trent; and died in 1553. His principal poem is, De Syphilis; and his medical pieces are, De Sympathia & Antipathia; De Contagiosis Morbis; De Causis Criticorum dici",,,Moreri,1553.0,d.,67.0,P,d. (LL),71.0,,55,Fracastorius,Fracastor,12.0,Artists Poets,Italy,43.0,male,933.0,C,https://en.wikipedia.org/wiki/Girolamo_Fracastoro,1482.0,1553.0,case1
,,Francis I. king of France,Watkins,"Ascended the throne in 1515 at the age of 21. He was the son of Charles of Orleans, and of Louisa of Savoy, grand-daughter to Valentine duke of Milan, in right of whom he laid claim to that duchy. The Swiss opposed his passage through their territories, and were defeated at the battle of Marignano. Francis then entered the Milanese, and forced Maximilian Sforza to relinquish the sovereignty. A war afterwards broke out between him and the emperor Charles V. in which Francis lost a considerable part of his territories, was made prisoner and conveyed to Madrid. In 1526 he regained his liberty, after renouncing his claim to Naples, the Milanese, Flanders, and Artois. In 1535 he marched again into Italy, and possessed himself of Savoy, but a peace was hastily made up, which was soon after broken, and Francis again lost a good part of his own dominions. He died in 1547, leaving two sons and four daughters by his first wife, Claude of France. He was a great patron of learned men, and founded the royal college of Paris.",,,,1547.0,d.,67.0,,d. (LL),52.0,,141,Francis 1st,Francis 1st,14.0,Statesmen and Warriors,France,127.0,male,934.0,C,https://en.wikipedia.org/wiki/Francis_I_of_France,1495.0,1547.0,case1
,,,,,,,,1325.0,d.,67.0,D,d.,,,107,Francis Mayronis,Francis M.,8.0,Divines and Metaphysicians &cc,France,99.0,male,935.0,D,https://en.wikipedia.org/wiki/Francis_of_Mayrone,1280.0,1325.0,case2
,,Francis of Assisi,Watkins,"A Romish saint, and founder of a religious order, called by his name. He was born at Assisi in Italy in 1182, and brought up a merchant, but led for some years a debauched life. At last a severe illness had such an effect on him, that he resolved to renounce the world, and accordingly resigned all claim to his paternal estate. He then gathered some disciples, who entered into vows of voluntary poverty, and their number increasing, pope Innocent III. confirmed the order in 1210. Francis in his zeal Went to the east to convert the Sultan, who treated him civilly, and sent him back to Europe. He died at Assisi in 1226. Pope Gregory IX. canonized him in 1230.",,,Moreri,1227.0,d.,67.0,D,d. (LL),46.0,,106,Francis St,Francis,7.0,Divines and Metaphysicians &cc,Italy,99.0,male,936.0,C,https://en.wikipedia.org/wiki/Francis_of_Assisi,1181.0,1227.0,case1
fl.,1310.0,,,,,,,,,67.0,Ph,fl.,,,73,Franciscus Pedemontanus,Pedemontanus,4.0,Mathematicians &cc Physicians,,69.0,,937.0,A,,1280.0,1325.0,case3
fl.,1047.0,,,,,,,,,67.0,M,fl.,,,87,Franco,Franco,18.0,Mathematicians &cc Physicians,Italy,69.0,male,938.0,A,https://en.wikipedia.org/wiki/Franco_of_Cologne,1017.0,1062.0,case3
fl.,743.0,Fredegarius,Watkins,"Called the Scholastic, an old French historian, who wrote a chronicle which extends to the year 641, to be found in the collection of Duchesne.",,,Moreri,,,67.0,H,fl.,,,14,Fredegaire,Fredegaire,14.0,Historians and Antiquaries Lawyers,,0.0,,939.0,A,,713.0,758.0,case3
,,Frederic II.,Watkins,"The grandson of the preceding, and son of Henry VI born in 1194 elected king of the Romans in 1196, and emperor in 1210, in opposition to Otho. In 1220 he was crowned by pope Honorius III at Rome. He afterwards went to the Holy Land, and concluded a truce with the Sultan of Babylon, which so provoked pope Gregory IX that he anathematized him. On this Frederic returned to Europe and laid siege to Rome, which occasioned the famous parties of the Guelphs and the Ghibelines, the former being on the side of the pope, and the other on that of the emperor. Gregory was obliged to make peace, but in 1236, he again excommunicated Frederic, and the war was renewed, which proved unsuccessful to the emperor, whose German subjects revolted against him. He died in his kingdom of Naples, in 1250.",,,,1250.0,d.,67.0,,d. (LL),54.0,,145,"Frederic, 2nd",Frederic 2d,18.0,Statesmen and Warriors,Switzerland,127.0,male,940.0,C,"https://en.wikipedia.org/wiki/Frederick_II,_Holy_Roman_Emperor",1196.0,1250.0,case1
,,Frederic III.,Watkins,"Was the son of Albert I. and chosen emperor in 1314, by seme of the electors, but the majority elected Lewis of Bavaria. Frederic died in 1430.",,,,1670.0,d.,67.0,,d.,,,0,"Frederic, 3rd",,,,Germany,,male,941.0,D,"https://en.wikipedia.org/wiki/Frederick_III,_Holy_Roman_Emperor",1625.0,1670.0,case2
,,Frederic I. surnamed Barbarossa,Watkins,"Emperor of Germany, the son of Frederic duke of Suabia, was born in 1121, and crowned emperor in 1152. He was a warlike prince, and marched into Italy to settle the tumults which distracted that country in 1155. He was crowned at Rome by Adrian IV. who dying in 1160, no less than three antipopes were chosen, who were all opposed by the emperor. The Milanese profiting by these divisions endeavoured to shake off the imperial yoke, on which Frederic marched into Italy, and took Milan, after which he entered Rome and set Calixtus on the papal throne instead af Alexander. The Venetians, however maintained the cause of the latter with so much vigour, that Frederic was obliged to make his submission to Alexander. He next embarked against the infidels, obtained some victories, took Iconium, and penetrated into Syria, where he was drowned in 1190.",,,,1190.0,d.,67.0,,d. (LL),63.0,,146,"Frederic, of Germany",Frederic Bar:,19.0,Statesmen and Warriors,Germany,127.0,male,942.0,C,"https://en.wikipedia.org/wiki/Frederick_I,_Holy_Roman_Emperor",1127.0,1190.0,case1
,,Freinshemius (John),Watkins,"A learned writer, was born at Ulm, in Suabia, in 1680. He became professor of eloquence at Upsal, in Sweden, and historiographer to Queen Christina. He died in 1660. He is best known by his Supplement to Quintus Curtius and Livy; besides which, he wrote notes upon Tacitus, and Latin poems, &c.",,,Moreri,1660.0,d.,67.0,Cr,d. (LL),52.0,,28,Freinshemius,Freinshemius,6.0,Orators and Critics &cc,Germany,22.0,male,943.0,C,https://en.wikipedia.org/wiki/Johann_Freinsheim,1608.0,1660.0,case1
,,Fresnoy (Charles Alphonsus du),Watkins,"A French painter and poet, was born at Paris in 1611, and after studying under Perrier and Vouet, he went to Rome, where he copied the works of the best masters, and planned his Latin poem on the art of painting. He died at Paris in 1665. His poem was printed after his death, with a French translation by De Piles. There are two English translations of it, one by Drydeit, and another by Mason.",,,,1665.0,d.,67.0,Pa,d. (LL),54.0,,58,Fresnoy,Fresnoy,15.0,Artists Poets,France,43.0,male,944.0,C,https://en.wikipedia.org/wiki/Charles_Alphonse_du_Fresnoy,1611.0,1665.0,case1
,,Freind (John),Watkins,"An English physician, was born in 1675, at Croton, in Northamptonshire, and educated at Westminster school; from whence he was elected to Christchurch, Oxford. In 1699 he communicated to the royal society the case of a remarkable hydrocephalus, and in 1701 another of a singular instance of spasmodic affections. In 1703 he distinguished himself by an able work entituled Emmenologia, in qua Fluxus muliebris Menstrui phatnomena, periodi vitae, cum medendi methodo, ad rationes mechanices exiguuntur, 8vo. The next year he was appointed chemical professor at Oxford, and in 1705 he accompanied the earl of Peterborough in his expedition to Spain as physician to the army. On his return in 1707, he published a vindication of the earl's conduct in Spain, which George II. he was appointed physician to the queen. He died in 1728. Besides the above works, he wrote the History of Physic, 2 vols. 8vo. and all' his writings were collected and published in Latin by Dr. Wigan, 1 vol. folio.",,,,1728.0,d.,67.0,Ph,d. (LL),51.0,,75,Friend J.,Friend,6.0,Mathematicians &cc Physicians,Great Britain,69.0,male,945.0,C,https://en.wikipedia.org/wiki/John_Freind_(physician),1677.0,1728.0,case1
,,Frobenius (John),Watkins,"A German printer, who flourished at Basil in the 16th century, and was greatly esteemed by Erasmus, whose works he printed, as he did those of Augustine and Jerom. He died in 1529.",,,Moreri,1527.0,d.,67.0,Pr,d.,,,69,Frobenius,Frobenius,26.0,Artists Poets,Germany,43.0,male,946.0,D,https://en.wikipedia.org/wiki/Johann_Froben,1482.0,1527.0,case2
,,Frobisher (sir Martin),Watkins,"An English navigator, was born near Doncaster, in Yorkshire, and bred early to the sea. The discovery of a north-west passage to India was an object which constantly exercised his thoughts; and after applying to several merchants to engage in the enterprise, he obtained tide patronage of the earl of Warwick and other noblemen, who enabled him to lit out three small vessels, with which he sailed from Deptford in 1576. After exploring the coast of New Greenland, he entered the straits which bear his name, and then returned to England, bringing with him a black stone, which is said to have contained gold. In consequence of this, he was sent out again to search for ore, with a quantity of which he returned. A third voyage was undertaken, with a number of ships to bring home the riches supposed to exist in the newly-discovered countries: but on the return of the expedition the delusion was discovered. In 1585 Frobisher served under Drake in the West Indies, and in 1588 he had a share in the defeat of the Spanish armada The same year he was knighted. This gallant officer was killed in assaulting a fort near Brest, in 1594.",,,,1594.0,d.,67.0,,d.,,,0,"Frobisher, Martin",,,,Great Britain,,male,947.0,D,https://en.wikipedia.org/wiki/Martin_Frobisher,1549.0,1594.0,case2
,,Froissard or Froissart (John),Watkins,"An historian, was born at Valenciennes in 1337. His Chronicle, which narrates the transactions of France, Spain, and England, from 1326 to 1400, is very accurate. The best edition is that of Lyons, in 4 vols. folio, 1559. He was an ecclesiastic, but given to gaiety. He died about 1410. His chronicle was translated into old English by lord Berners, and recently by Mr. Johnes of Hafod.",,,Moreri,1400.0,d.,67.0,H,d. (LL),63.0,,11,Froissart,Froissart,11.0,Historians and Antiquaries Lawyers,France,0.0,male,948.0,C,https://en.wikipedia.org/wiki/Jean_Froissart,1337.0,1400.0,case1
fl.,73.0,Frontinus (Sextus Julius),Watkins,"A Roman writer, who died under Trajan. He wrote, De Aquseductibus Urbis Romae: Tres Libros Stratagematum; De Re Agraria: De Limitibus: which are extant.",,,,,,68.0,Cr,fl.,,,40,Frontinus,Frontinus,18.0,Orators and Critics &cc,France,22.0,male,949.0,A,https://en.wikipedia.org/wiki/Frontinus,43.0,88.0,case3
,,Fulgentius (St.),Watkins,"A father of the church, was born at Lepta, about 468, of a noble family. When young, he was appointed to a lucrative post, which he abandoned for the monastic profession. In 507 he was chosen bishop of Ruspa. He was afterwards banished with all the African bishops who adhered to the orthodox faith, by Thrasimond, king of the Vandals, who professed arianism. On the death of that monarch they were recalled. Fulgentius died in 533. His works were printed at Paris in one vol. 4to. 1684.",,,,529.0,d.,68.0,P,d.,,,51,Fulgentius,Fulgentius,8.0,Artists Poets,Italy,43.0,male,950.0,D,https://en.wikipedia.org/wiki/Fabius_Planciades_Fulgentius,484.0,529.0,case2
fl.,471.0,Fullo (Peter),Watkins,"An heretical bishop of Antioch in the 5th century. He embraced the Eutychian heresy, to which he added a notion, that all the persons of the Trinity suffered on the cross. He usurped the see of Antioch from Martyrius, for which he was deposed, but Zeno the emperor restored him.",,,Moreri,,,68.0,F,fl.,,,111,"Fullo, Petrus",Pet: Fullo,12.0,Divines and Metaphysicians &cc,Turky in Asia,99.0,male,951.0,A,https://de.wikipedia.org/wiki/Petrus_Fullo,441.0,486.0,case3
fl.,1450.0,,,,,,,,,46.0,M,fl.,,,97,"Fusorius, J.",J. Fusorius,28.0,Mathematicians &cc Physicians,France,69.0,male,952.0,A,https://fr.wikipedia.org/wiki/Jean_Fusoris,1420.0,1465.0,case3
,,Faust or Fust (John),Watkins,"A goldsmith of Mentz, who is said by some to have been the inventor of printing, l ie is, however, sujDposed only to have assisted Guttemhurgand his son-in-law Schaeffer, in bringing . this noble discovery to perfection. The first production, by the new process of metallic types, was, Durandi rationale divinorum olficiorum, by Faust. and Schaeffer, in 1459; which was succeeded by the Catholicoij Joannis Januensis. But the greatest work of all was the Bible in 1462; previous to which they had executed two beautiful editions of the Psalter. The story of Faust's being taken up as a magician at Paris, on account of the exactness of the copies of the Bible, which he took thither for sale, is not entitled to credit. He was there in 1406, and is supposed to have died soon after.",,,Nouv. Dict. Hist.,1466.0,d. ab.,68.0,Pr,d. ab.,,,68,"Fust, John",Fust,25.0,Artists Poets,Germany,43.0,male,953.0,E,https://en.wikipedia.org/wiki/Johann_Fust,1421.0,1466.0,case2
fl.,1320.0,Gaddesden (John),Watkins,"An English physician, author of a treatise on medicine, entitled Rosa Anglica. He lived in the 14th century. Like most of his profession in those times, he was in holy orders.",,,Moreri,,,46.0,Pa,fl.,,,77,"Gaddesden, J.",J. Gaddesden,8.0,Mathematicians &cc Physicians,Great Britain,69.0,male,954.0,A,https://en.wikipedia.org/wiki/John_of_Gaddesden,1290.0,1335.0,case3
,,Gaddi (Gaddo),Watkins,"An historical painter of Florence, was born in 1239, and died in 1312. He performed several works in mosaic. His son Taddeo and his grandson Agnolo were also excellent artists.",,,Pilkington,1312.0,d.,68.0,Pa,d. (LL),73.0,,68,Gaddo Gaddi,G. Gaddi,25.0,Artists Poets,Italy,43.0,male,955.0,C,https://en.wikipedia.org/wiki/Gaddo_Gaddi,1239.0,1312.0,case1
,,Gainas,Watkins,"A Goth, who became a general in the Roman army under Arcadius. He put Eutropius, the favourite of that emperor, to death, also the prefect Rufinus. Being refused a church for the Arians, he took Constantinople; but after ravaging Thrace, he was defeated by the Huns, and his head sent to Arcadius, A. D. 400.",,,,400.0,d.,68.0,,d.,,,133,Gainas,Gainas,6.0,Statesmen and Warriors,Italy,127.0,male,956.0,D,https://en.wikipedia.org/wiki/Gainas,355.0,400.0,case2
,,Galba (Servius Sulpicius),Watkins,"Emperor of Rome, was descended from the ancient family of Sulpitii, He was successively praetor, proconsul of Africa, and general of the Roman armies in Germany and Spain. He retired to avoid the jealousy of Nero; but the tyrant having issued an order for his death, Galba proclaimed himself emperor, and Gaul declaring for him, Nero put himself to death. Galba gave himself, up to the government of three obscure men, whom the Romans called his school-masters. He was slain by the praetorian band, who proclaimed Otho in his stead, A. D. 69.",,,,69.0,d.,68.0,,d. (LL),72.0,,148,Galba,Galba,21.0,Statesmen and Warriors,,127.0,male,957.0,C,https://en.wikipedia.org/wiki/Galba,-3.0,69.0,case1
,,"Galeazzo, John",Crabb,"Son of the preceding, and the first duke of Milan, governed the state with much policy, and died in the 55th year of his age, and the 24th of his government, during which he experienced many vicissitudes of fortune.",,,,1402.0,d.,68.0,,d.,,,134,"Galeazzo, of Milan",Galeazzo,7.0,Statesmen and Warriors,Italy,127.0,male,958.0,D,https://en.wikipedia.org/wiki/Gian_Galeazzo_Visconti,1357.0,1402.0,case2
,,Galen (Claudius),Watkins,"A celebrated physician, was bora at Pergamus in Asia, in 131, after obtaining a most liberal education he applied to the study of medicine, and attended all the eminent schools in Greece and Egypt. He practised four years in his native city, and then went to Rome, but was driven from thence by the persecution of the physicians, who attributed his success to magic. From Rome he returned to Pergamus, but by the favour of the emperor Marcus Aurelius he gained his footing at Rome. He died at the age of 70. He wrote 300 volumes on physic, and also on many other sciences. The remains of his works were published at Basil, with a Latin version, in 5 vols. folio, 1538.",,,,200.0,d.,68.0,Ph,d. (LL),70.0,,73,Galen,Galen,4.0,Mathematicians &cc Physicians,Turky in Asia,69.0,male,959.0,C,https://en.wikipedia.org/wiki/Galen,130.0,200.0,case1
,,Galilei (Galileo),Watkins,"A celebrated astronomer, was the son of a Florentine nobleman, and born at Pisa in 1564. His father was desirous that he should study medicine; but he attached himself to mathematics, and at the age of 25 was made mathematical professor at Pisa, from whence he removed to Padua. In 1609 having heard that Jansen had invented a glass by which objects at a distance were rendered as visible as if near, he tinned his attention to the subject and constructed a telescope, by means of which he discovered the irregularities of the Moon's surface and that of Venus. He also found that the Via Lactea is an assemblage of fixed stars; and by assiduous application of his invention, he made many other important discoveries in the heavens. But his assertion of the earth's motion gave such offence to the inquisitors, that in 1615 he was cited to Rome, and required to recant these propositions, that the sun is the centre of the world, and that the earth is not the center of the world, but has a diurnal motion. After being confined a few months, he was released, and charged not to defend these heretical opinions either by word or writing. In 1632. he published at Florence his Dialogues on the Ptolemaic and Copernican Systems of the World, for which he was cited to Rome; his book ordered to publicly burnt; the author sentenced to be imprisoned, to make another recantation of his errors, and, by way of penance, to recite the seven penitential psalms once a week. This sentence however was changed by the pope, and Galileo obtained his liberty. He then retired to his house near Florence, where he continued his observations till he became blind by intense application. He died in 1642. His principal works are. The Operations of the Compass; on the Swimming of Bodies; Mechanics; Nuncius Sidercus; on the Trepidation of the Moon; Discourse of the solar Spots. Mathematical Discourses and Demonstrations; Treatise of the Mundane System. His son Vincenza Galilei was the first who applied his father's invention of the pendulum to clock-work. The father of Galilei wrote some esteemed works on music.",,,,1642.0,d.,68.0,M,d. (LL),78.0,,96,Galileo,Galileo,27.0,Mathematicians &cc Physicians,Italy,69.0,male,960.0,C,https://en.wikipedia.org/wiki/Galileo_Galilei,1564.0,1642.0,case1
,,Gallienus,Watkins,"A Roman emperor, was son of Valerian, and associated with him in the empire in 253. His father being taken prisoner by Sapor, king of Persia, in 260, he became sole emperor, but degenerated into effeminacy and cruelty. He was assassinated in 268.",,,,268.0,d.,68.0,,d. (LL),50.0,,0,Gallienus,,,,Italy,,male,961.0,C,https://en.wikipedia.org/wiki/Gallienus,218.0,268.0,case1
,,Gallus (Cornelius),Watkins,"A Roman poet, was born at Frejus, then called Forum Julii or Frejus. Augustus gave him the government of Egypt, but afterwards deprived him of his estate, and banished him for maladministration, on which he put an end to his life A. D. 26. Virgil's 10th eclogue is written on the love of Gallus for Lycoris.",,,,-26.0,d.,68.0,,d. (LL),43.0,,47,Gallus El. Cornel,C. Gallus,4.0,Artists Poets,Italy,43.0,male,962.0,C,https://en.wikipedia.org/wiki/Cornelius_Gallus,-69.0,-26.0,case1
,,Gama (Vasco or Vasquez de),Watkins,"An illustrious navigator, was born at Sines, a maritime town of Portugal, of a good family Emanuel, king of Portugal, sent him in 1497 to endeavour to double the Cape of Good Hope, which he accomplished, and then sailed along the eastern coast of Africa Having proceeded as far as Calicut, he again doubled the Cape in 1499, and returned to Lisbon. In 1502 he went out with twenty ships, and returned the following year with thirteen rich vessels, which he had captured in the Indian Seas. John III. of Portugal appointed him viceroy of India on which he went there a third time, and established his government at Cochin where he died in 1525.",,,Moreri,1522.0,d.,68.0,,d.,,,145,"Gama, Vasques de",V. de Gama,18.0,Statesmen and Warriors,Portugal,127.0,male,963.0,D,https://en.wikipedia.org/wiki/Vasco_da_Gama,1477.0,1522.0,case2
,,Gamaliel,Crabb,"son of Pedahzur, prince of Manasseh, when the Israelites left Egypt.",,,,229.0,d.,68.0,J,d.,,,100,Gamaliel,Gamaliel,1.0,Divines and Metaphysicians &cc,Turky in Asia,99.0,male,964.0,D,https://en.wikipedia.org/wiki/Gamaliel,184.0,229.0,case2
,,,,,,,,392.0,d. af.,68.0,J,d. af.,,,101,Gamaliel 4th,Gamaliel 4th,2.0,Divines and Metaphysicians &cc,,99.0,male,965.0,F,https://en.wikipedia.org/wiki/Gamaliel_IV,347.0,393.0,case8
,,Gardiner (Stephen),Watkins,"A celebrated prelate and statesman, was born at Bury St. Edmund's in Suffolk, in 1483. He was the illegitimate son of Dr. Woodville, bishop of Salisbury, and brother to Elizabeth queen of Henry IV. He was educated at Trinity hall, Cambridge; from whence he went into the family of the duke of Norfolk, and afterwards into that of cardinal Wolsey, who made him his secretary. In this situation he acquired the confidence of Henry VIII. to whom he was serviceable in procuring his divorce from queen Catharine; he also defended the king's supremacy in a book, entitled, De vera Obedientia. For these services he was promoted to the see of Winchester. Gardiner drew up articles accusing Henry's last queen, Catharine Parr, of heresy; but the queen avoided the storm, and he fell into disgrace. At the accession of Edward VI. he opposed the reformation, and was committed first to the Fleet, and afterwards to the Tower, where he was a prisoner during the remainder of the reign. He was also deprived of his bishopric; but on the, accession of Mary he was restored to his set, and appointed chancellor of England. His conduct towards the protestants was cruel and sanguinary. He died in 1555. He was a learned man, but of little principle, crafty, and ambitious.",,,,1555.0,d.,68.0,D,d. (LL),72.0,,123,Gardiner,Gardiner,24.0,Divines and Metaphysicians &cc,Great Britain,99.0,male,966.0,C,https://en.wikipedia.org/wiki/Stephen_Gardiner,1483.0,1555.0,case1
fl.,1150.0,,,,,,,,,68.0,Ph,fl.,,,76,Gariopontus,Gariopontus,7.0,Mathematicians &cc Physicians,,69.0,male,967.0,A,https://it.wikipedia.org/wiki/Garioponto,1120.0,1165.0,case3
,,Gascoigne (sir William),Watkins,"Chief justice of the king's bench in the reign of Henry IV. was born at Gawthrop Yorkshire, about 1350. He was a man of inflexible integrity, as appeared on two memorable occasions. When Henry required him to pass sentence on archbishop Scroope, taken in arms against the king, he refused to obey, as contrary to the laws of the realm; and when the prince of Wales, afterwards Henry V. insulted him on the bench, he committed him to prison till his majesty's pleasure should be known. He died in 1413.",,,,1413.0,d.,68.0,L,d.,,,6,Gascoigne,Gascoigne,6.0,Historians and Antiquaries Lawyers,Great Britain,0.0,male,968.0,D,https://en.wikipedia.org/wiki/William_Gascoigne,1368.0,1413.0,case2
,,Barthius (Gaspard),Watkins,"A learned writer, was born at Custin, in Brandenburg, in 1587. At the age of 12 he translated David's Psalms into Latin verse. After finishing his studies in his own country he went through a principal part of Europe. On his return he settled at Leipsic, where he devoted himself entirely to literary pursuits, and pmblished several books, the chief of which are his Adversaria; and his Commentaries on Statius and Claudian. He died in 1658.",,,"Bayle, Moreri",1658.0,d.,68.0,Cr,d. (LL),71.0,,0,Gasper Barthius,,,,Prussia,,male,969.0,C,https://en.wikipedia.org/wiki/Kaspar_von_Barth,1587.0,1658.0,case1
,,Gassendi (Peter),Watkins,"A French philosopher, was born in 1592, at Chanstersier, in Provence. He displayed an acute and inquisitive mind at a very early age, and made so rapid a progress in learning as to be appointed teacher of rhetoric at Digne before he was sixteen. About three years afterwards he became professor of philosophy at Aix, when he ventured to oppose the system of Aristotle, and his lectures were published under the title of Exercitationes paradoxicae adversus Aristotelem. This work procured him the friendship of the celebrated Peiresc, by whose interest he was preferred to a canonry in the cathedral of Digne. In 1615 he was appointed royal professor of mathematics at Paris, where he applied so intensely to his studies, and to astronomical observations, as brought him into a consumption, of which he died in 1655. Gassendi is deservedly ranked among the first mathematicians of his age. He opposed the philosophy of Des Cartes with success, and obtained, a number of followers, who were called after his name. His works are the Lives of Tycho Brahe, Copernicus, Purbachius, and Regiomontanus; a Commentary on Diogenes Laertius; astronomical and philosophical pieces, the whole collected into 6 vols. folio, 1658.",,,,1655.0,d.,68.0,M,d. (LL),56.0,,99,Gassendi,Gassendi,30.0,Mathematicians &cc Physicians,France,69.0,male,970.0,C,https://en.wikipedia.org/wiki/Pierre_Gassendi,1599.0,1655.0,case1
,,Gataker (Thomas),Watkins,"An English divine, was born in 1574 at London, and educated at St. John's college, Cambridge. He became preacher at Lincoln's inn, and in 1611 obtained the rectory of Rotherhithe in Surrey. In 1619 he published a curious Treatise on the Nature and Use of Lots, which occasioned considerable controversy. In 1642 he was chosen one of the famous assembly of Westminster, though he did not approve of the presbyterian plan. He zealousy opposed the murder of Charles I. and died in 1654. Besides the above he wrote Opera Critica, folio; and other eminent works, chiefly of biblical criticism. His son Charles was a considerable writer and divine. He died in 1680.",,,,1654.0,d.,68.0,Cr,d. (LL),79.0,,30,Gataker,Gataker,8.0,Orators and Critics &cc,Great Britain,22.0,male,971.0,C,https://en.wikipedia.org/wiki/Thomas_Gataker,1575.0,1654.0,case1
,,Gaveston (Peter),Watkins,"A favourite of Edward II. was the son of a gentleman of Gascony, who had rendered considerable services to Edward I. He was a worthless character, and after a great abuse of his power, and changes in his fortune, he was beheaded in 1312.",,,,1311.0,d.,68.0,,d.,,,143,"Gaveston, Pierce",Gaveston,16.0,Statesmen and Warriors,France,127.0,male,972.0,D,"https://en.wikipedia.org/wiki/Piers_Gaveston,_1st_Earl_of_Cornwall",1266.0,1311.0,case2
,,Gay (John),Watkins,"An English poet, was born at or near Barnstaple in Devonshire in 1688, and educated at the grammar school in that town under Mr. Luck, a man of wit and a poet. He was afterwards apprenticed to a silk-mercer in London, which situation he did not like, and in a few years bought the remainder of his time. His first poem, entitled Rural Sports, printed in 1711, and dedicated to Mr. Pope, gained him the friendship of that poet, which lasted till death. The year following he was appointed secretary to the duchess of Monmouth. At this time he printed his mock heroic, entititled, Trivia, or the Art of walking the Streets of London, in the composition of which he was assisted by Swift. In 1714 appeared his Shepherd's Week, a series of pastorals, intended to ridicule Phillips, but they possess more merit as a genuine picture of rustic life than as a satire. The same year he became secretary to the earl of Clarendon on his embassy to Hanover, On the death of queen Anne he returned to England, but his expectations of preferment from the new court were disappointed. In 1720 he published his Poems, by subscription, which produced him one thousand pounds; but embarking it in the famous South-Sea bubble, he lost the whole, and was reduced to such a state of despondency as was nearly fatal. He next produced the tragedy of the Captive, which met with a good reception, and occasioned his being employed by the princess of Wales to write his Fables for the young duke of Cumberland. In 1727 appeared on the stage his Beggar's Opera, which had a sucsess infinitely beyond what it deserved both in a dramatic and moral point of view. Though it was a favourite with the town, it was not so at court: and when he produced his Sequel to it, under the title of ""Polly,'' it was prohibited by the lord chamberlain. Gay, however, cleared more by printing it than he would have done by its performance. The duke and duchess of Queensbury took him into their house, where he died in 1732. His remains were interredin Westminster-abbey, where a monument was erected to his memory by his worthy patrons, with an epitaph written by Pope. Besides the works already mentioned, he wrote some lesser dramatic pieces, ballads, and poems, making 2 vols. 12mo.",,,,1732.0,d.,68.0,P,d. (LL),44.0,,52,Gay,Gay,9.0,Artists Poets,Great Britain,43.0,male,973.0,C,https://en.wikipedia.org/wiki/John_Gay,1688.0,1732.0,case1
fl.,1438.0,,,,,,,,,46.0,M,fl.,,,90,"Gazulus, J.",J. Gazulus,21.0,Mathematicians &cc Physicians,Turky in Europe,69.0,male,974.0,A,https://en.wikipedia.org/wiki/Gjon_Gazulli,1408.0,1453.0,case3
,,,,,,,,830.0,d.,68.0,M,d.,,,98,Geber,Geber,29.0,Mathematicians &cc Physicians,Persia,69.0,male,975.0,D,https://en.wikipedia.org/wiki/Jabir_ibn_Hayyan,,,none
fl.,1090.0,Geber (John),Watkins,"An Arabian physician and astronomer in the 9th century. He wrote a Commentary on the Almagest of Ptolemy, find other works chiefly on alchemy. Dr. Johnson supplies that the word gibberish is derived from the cant of Geber and his followers.",,,Moreri,,,46.0,M,fl.,,,86,Geber Hisp.,Geber Hisp:,17.0,Mathematicians &cc Physicians,Spain,69.0,male,976.0,A,https://en.wikipedia.org/wiki/Jabir_ibn_Aflah,1060.0,1105.0,case3
