ALTERNATE_ID,ALTERNATE_NAME,BIO,Biography source,SOURCE,PDF_page_#
235,Teucer,"A son of Telamon, king of Salamis, who was one of Helen's suitors, and signalized himself by liis valour during the Trojan war. Being dispossessed of his kingdom by his father, because he did not revenge the death of his brother Ajax, he retired to Cyprus, where his posterity are said to have remained until the time of Evagoras.",Crabb,"Hom. Il. 1. 8; Apollod. 1. 3; Horat. 1. 1; Paterc. 1. 1, &c.","613, Vol 2"
236,Licinius Tegula P.,"A comic poet among the Latins, who flourished about U. C. 554, A. C. 400, is ranked by Gellius as the fourth best comic poet of the Romans. A few lines only of his compositions are extant.",Crabb,,"260, Vol2"
237,Theodulphus,"Bishop of Orleans in the ninth century and a native of Cisalpine Gaul, he was in favor with Charlemagne, whose will he was appointed to sign. He was also in the confidence of Louis the Pious. However, being charged with taking part in the conspiracy of Bernard, King of Italy, he was imprisoned at Angers and died in 821, although some accounts suggest he was released from his confinement. While in prison, he composed the hymn beginning with ""Gloria, laus, et honor,"" part of which is sung on Palm Sunday in the Roman Catholic service. In addition to this hymn, he wrote other works, and a collection of his writings was published by P. Sinnond in 8vo in 1646.",Crabb,,"615, Vol 2"
238,Theodoret,"Bishop of Cyrus, a city in Syria, was born in 386. He was nominated to this see in 420 and died between the years 457 and 470, according to different accounts. The works of Theodoret were published in Greek and Latin by Father Sirmond in 4 volumes folio, Paris, 1642, and a new edition by Schulze in 5 volumes 4to or 10 volumes 8vo, Halle, 1768-74. His Ecclesiastical History has been translated and published by Valesius, along with Eusebius and other ecclesiastical historians. It was also republished by Reading in 3 volumes folio, London.",Crabb,,"615, Vol 3"
239,Theodotion,"A disciple of Tatian, and afterwards a follower of Marcion, exchanged this last profession for that of a Jew, and translated the Old Testament into Greek. His translation is considered to be more unfaithful than that of Aquila.",Crabb,Baron. Annul. ; Simon. Hist. Crit. du V. T.,"615, Vol 4"
240,Rupert,"a learned and pious Benedictine abbot in the twelfth century, was a native of Flanders, and born in the territory of Ypres, in the year 1091. He embraced the monastic life at a very early age, in the abbey of St. Lawrence, near Liege, where his application to his studies was incessant, till he had made an extraordinary progress in all the literature of the times, and had acquired a knowledge of the Scriptures superior to that of most of his contemporaries. By his unrivalled merit in that community he secured the distinguished favour of the Abbot Berenger ; but at the same time provoked the envy and ill offices of the indolent and ignorant monks. On this account Berenger, when he was sensible that he was near his end, recommended Rupert to the protection of Cuno, Abbot of Siegberg in Westphalia. Under his patronage, delivered, as we are informed by himself, from the persecutions of false brethren, our learned monk began to communicate to the world his commentaries on the sacred Scriptures, in the year 1117. By these and other productions of his pen, his reputation was raised so high, that Frederic Archbishop of Cologne, took him from the cloister, and made him abbot of the Benedictine monastery at Duyts, on the banks of the Rhine opposite to that city. Here he died in the year 1135, about the age of forty-four. He was one of the principal persons who contributed to introduce a new mode of commenting upon the Scriptures in this century. For, instead of following the example of the ancient fathers, who were accustomed to explain the text either literally or allegorically, or imitating the ecclesiastical authors between the eighth century and his own time, whose works of this kind consisted only of Catena's, or continued collections of explications and glosses from the writings of different fathers ; he endeavoured to illustrate the Scriptures chiefly by'the use of dialectics, discussing a variety of subtle questions relating to doctrinal points, and producing a great number of common places. It is also deserving of notice, that his opinion relating to the eucharist differed widely from the Catholic doctrine of more modern times, since he held, that though the real body and blood of Christ were present in that sacrament, yet the real substance of the bread and wine also remained in it. His works consist of "" Commentariorum de sanctissima Trinitate et operibus ejus, Lib. XLII."" including his illustration of the Pentateuch, the books of Joshua, Judges, parts of the books of Kings and the Psalms, the prophesies of Isaiah, Jeremiah, Ezekiel, Daniel, Zechariah, and Malachy, the books of the Macchabees, some parts of the four gospels, and other selected passages of Scripture; ""Comment, in Cantica Canticorum, Lib. VII.;"" ""Comment, in Job,""taken from the works of Gregory the Great;"" ""Comment, in Ecclesiasten, Lib. V.;"" ""De Gloria et Honore Filii Hominis super Mattlweum, Lib. XIII.;"" ""De Glorificatione Trinitatis, et processione Spiritus Sancti, Lib. IX.;"" ""Comment, in Evangelium S. Johannis, Lib. XIV.;"" ""Comment, in Apocalypsin, Lib. XII.;"" ""De Victoria Verbi Dei, Lib. XIII.;"" ""De divinisOfficiis per Anni Circulum, Lib. XII.;"" ""De Meditatione Mortis, Lib. II.;"" ""Vita S. Hereberti Coloniensis Archiepiscopi,"" &c. Several of these works were published in separate forms; and the whole of them were collected together, and printed at Cologne, in 1553, at Antwerp, in 1565, 1577, 1598, and 1602, and lastly at Paris, in 1638, in 2 vols. folio. To the same author are ascribed, ""Dialogorum inter Christianum et Judasum, Lib. III.,"" published by Father Gerberon at the end of St. Anseim's works,"" printed at Paris in 1675. ",Aikin,"Cave's Hist. Lit. Vol.11, sub. stc. Wald. Valer'n Andre* Bibl. Bclg. Dupin. Moreri. M.","665, Vol 8"
241,Ruysbroeck,"a famous Flemish mystical writer in the 14th century, was bom at the village whence he took his surname, situated between Brussels and Hall, in the year 1293. He was placed for education under the instructions of a canon to whom he was related ; but at the age of fifteen, when he had made but a small progress in grammar-learning, he renounced the study of all human wisdom, for that of spiritual knowledge, and for divine contemplation. Having been admitted to priest's orders, he became at first curate and next rector of the church of St. Gedula at Brussels. Afterwards he retired into the forest of Soignies, and at Groendal, two leagues from Brussels, founded a monastery for canons-regular of the order of St. Augustine, in which he filled the post of prior. The last office which he held was that of reformer of the order throughout the Low-Countries. Before he quitted Brussels he had published seme pieces in mystical divinity, which were much esteemed by persons of the same spiritual taste ; but those of his writings which they considered to abound in the most sublime thoughts, which, as they tell us, "" ravished to admiration, and even almost to extacy, the most excellent professors in divinity, who owned that they could not comprehend them,"" appear to have been produced at Groendal. Of his fanatical turn of mind we may form some idea, from the answer which he gave to Gerard Magnus, who excepted against some singular notions and expressions in his books. "" Be perfectly assured,"" said he, "" that I never inserted a single word in my writings without being inspired by the Holy Ghost; and in a certain singular and most delightful presence of the most Holy Trinity."" It is said, that when he was about to compose any work, he was accustomed to retire alone into the most unfrequented part of the forest, where he waited in the deepest silence expecting inspiration from above ; and that whenever he imagined communications were made to him, he wrote them down, to serve as materials for the works which he drew up and digested after his return to his monastery. He died in the year 1381, at the great age of eighty-eight. His works were orignally written in the Flemish language, and were some of them translated into Latin by William Jordan, a contemporary and of the same order with the author. Afterwards the whole of them were translated into that language, by Laurence Surius. They consist of "" Regnum Amantium Deum, sive Summa Vitas Spirituals ;"" "" De Nuptiis spiritunlibus, Lib. III. ;"" "" De Calculo, sive de Perfectione Filiorum Dei ;"" "" De Quatuor Tentationibus ;"" "" De Fide et Judicio;"" "" De VII. Seris sive Custodiis ;"" "" Liber Apologeticus, sive Retractationis, de Unione amantis Animae cum Deo;"" "" De Tabernaculo spiritual! Moysis ;"" "" Speculum Salutis seternse,"" &c. Various editions of them have been published at different places, in a collective form, of which the most esteemed is that of Cologne, in 1609, in 4to.",Aikin,Valerii Andrea Bibl. Belg. Bayle. Moreri - M,
242,"Plautianus, Fulvius","The favourite and minister of Severus, whose daughter Plautilla was married to Caracalla, but the father having entered into a conspiracy against his master, he was put to death, and Plautilla was banished to the island of Lipari, where, with her brother Plautius, she was put to death seven years after by order of Caracalla.",Crabb,Dio.,"494, Vol 2"
243,Corvinus,"A name given to M. Valerius, from Corvus a crow, which assisted him when he was fighting against a Gaul. ",Crabb,Aul. Gell. 1. 9; Aur. Vict. de Vir. Illust.,"488, Vol 1"
244,Cosmus,"Surnamed the Egyptian, because he was a native of Alexandria, and Indopleustes, or Indicopleustes, on account of his travels to India; lived in the sixth century, and wrote, among other things, a work entitled 'Christian Topography,' &c. published by Montfaucon in his 'Nova Colectio Patrum,' Vol. II.",Crabb,,"489, Vol 1"
245,Crantor,"A philosopher of Soli, who was among the pupils of Plato, whose treatise on Consolation is much commended by Cicero.",Crabb,"Cic. Acad. 1. 4, &c.; Horat. 1. 1, ep. 2.","496, Vol 1"
246,Crates,"Surnamed Mallotes, a grammarian in the time of Attalus. ",Crabb,"Varr. de Ling. Lat. 1. 8; Strab. 1. 1, &c.; Plin. 1. 4.","497, Vol 1"
247,"Crescentus, Numantianus","A Roman patrician in the 10th century, having made himself master of the castle of St. Angelo, at Rome, exercised so much oppression there as to compel the pope, John XV, to seek his safety in flight. He was afterwords taken by the troops of the emperor Otho III, and thrown down from a tower, his body being afterwords hanged.",Crabb,"Leo. Ostien. Hist. 1. 2; Sigon. Hist.; Baron. Annal. ann. 985, &c.","499, Vol 1"
248,Cresconius,"Or Crisconius, a bishop of Africa in the seventh century, made a collection of the canons, entitled, 'Concordia Canonum,' Paris, 1609; an abridgment having previously been published by Peter Pithau in 1588, it was reprinted in 1661.",Crabb,,"499, Vol 1"
249,Crito,"A disciple of Socrates, who composed some dialogues, now lost.",Crabb,Cic. Tusc. 1. 1; Diog. Laert. 1. 2.,"502, Vol 1"
250,Ctesibius,"A mathematician of Alexander, A.C. 120, is said to have been the inventor of the pump and other hydraulic instruments.",Crabb,Vitruv. de Archit. 1. 9; Plin. 1. 7; Athen. 1. 4; Voss. de Scient. Math. c. 48.,"505, Vol 1"
251,Cydas,A painter who painted the Argonauts.,Crabb,Plin. 1. 34.,"510, Vol 1"
252,"Demetrius, Phalereus","A disciple of Theophrastus, who, although better known as a philosopher than a statesman, yet, for a time, succeeded in gaining a great popularity among the Athenians, but was afterwards driven into banishment, and died in Egypt by the bite of an asp, which he applied to himself, A.C. 284. His works on Rhetoric and History are supposed to be all lost; and that which bears his name is ascribed by some to Dianysius Halicarnasensis. The best editions of this treatise are that of Gale, Gr. and Lat. 8vo. Oxon. 1676, among the Rhetores Selecti; and the Glasgow edition of Foulis, 1753.",Crabb,Cic. de Fin. 1. 5; Diog. in. Vit.;Plut. in Exil.; Voss. de ist. Graec.,"530, Vol 1"
253,Dionysius,"A king of Portugal, succeeded his father Alphonso III in 1279, and died in 1325, after a happy reign of 46 years.",Crabb,,"543, Vol 1"
254,Edwin,"The first Christian king of Northumberland, succeeded his father Adelfrid, and was killed in battle in 633, by Cadwalla, king of the Britons, in the 48th year of his age, and after a wise reign of 17 years, in which he brought most of his subjects to embrace the Christian faith.",Crabb,Bed. Hist. 1. 2; Gul. Malmesb. 1. 1; Matth. West. p.114; Brompton et Chron. Sax. &c.,"570, Vol 1"
255,Aegidius,"Commonly called Count Gilles, a Roman general, obtained many advantages over the Visigoths, to whom he was a bitter enemy. He at length fell into their hands, and was poisoned about 464.",Crabb,P. Daniel. Hist. de Langued. tom. i. p. 656.,"60, Vol 1"
256,Euric,"Son of Theodoric I, king of the Goths in Spain, and father of Alaric, succeeded his brother Theodoric II, whom he is said to have put to death in 466, and died in 484, or 485, after a warlike and successful reign, in which he ravaged Portugal and Navarre. His effigy is given as in the annexed figure.",Crabb,,"597, Vol 1"
257,Evander,"A son of Mercury by the prophetess Carmente, and the king of Arcadia, who, being obliged to leave his country on account of an accidental murder, is said to have been repaired to Italy, where he took up his residence, and laid the foundation of the future Rome. He gave Aeneas assistance against the Rutuli. ",Crabb,"Ovid. Fast. 1. 5. Virg. Aen. 1. 8, v. 100. Dionys. Hal. 1. 1; Liv. 1. 1; Hygin. Fab. 277; Tacit. Annal. 1. 11; Paus. 1. 1; Aurel. Vict. de Orig. Rom.","591, Vol 1"
258,Ion,"A tragic poet of the island of Chios, who lived about 82d Olympiad, is quoted by Aristophanes, Athenaeus, Suidas, and others.",Crabb,,"190, Vol 2"
259,Iphitus,"A king of Elis in the age of the Lycurgus, who re-established the Olympic games 338 years after their institution by Hercules, or 884 years before the Christian era, from which period the Olympiads are reckoned; but chronologists are not agreed as to the exact time when this era should commence.",Crabb,Scal. Emend. Temp. 1. 1; Petav. de. Doct. Temp.; Usser. Annal.; Ricciol. Chronol. &c.,"195, Vol 2"
260,Joseph of Exeter,"Or in Latin Joseph Iscanus, a native of Devonshire, accompanied Richard I to the Holy Land, according to Camden, and afterwords died bishop of Bourdeaux in the reign of Henry III. He is now known and honourably remembered as the author of several poetical works, particularly two epic poems in heroic verse, namely, one on the Trojan war, and the other entitled 'Antiochesis,' besides which he wrote Love Verses, Epigrams, &c. His poem 'De Bello Trojano Lib. V,' was published in 8vo. Basil. 1541, Lond. 1675; 4to. Francof. 1620 and 1623; and Amst. 1702. The remains of his 'Antiochesis,' are printed in Warton's 'History of English Poetry;' his Love Verses, &c. are lost.",Crabb,,"193, Vol 2"
261,Ishbosheth,"Or Ishbaal, son of Saul, and also his successor, was 44 years old when he began to reign, and reigned two years, when he was assassinated by two captains of his troops, as he was sleeping in his palace during the heat of the day. They cut off his head and carried it to David, who ordered the murderers to be put to death, and, after their hands and feet were cut off, the their bodies should be hung near the pool in Hebron. The head of Ishbosheth he placed in Abner's sepulchre at Hebron. With his ended the royalty in Saul's family.",Crabb,2 Sam. ii. &c.,"198, Vol 2"
262,"Trapezuntius, Georgius or George of Trebisond","A native of Crete, but descended from a family of Tresibond, was born in 1395, and died in 1484, leaving translations from the works of Eusebius, Cryil of Alexandria, Gregory Nazianzen, Gregory Nyssen, Chrysostom, Aristotle, Plato, and Ptolemy, and &c.",Crabb,,"627, Vol 2"
263,"Trebatius, Caius","A lawyer, and a steady adherent to the cause of Caesar, wished to draw Cicero from the party of Pompey. He was afterwards in the confidence of Augustus.",Crabb,Cic. ad Fam. 1. 7.,"627, Vol 2"
264,Plotina,"A Roman empress, and wife of Trajan, who entered Rome in the procession when he was saluted emperor, accompanied him into the east, and at his death brought his ashes back to Rome, where she continued to enjoy all her honours under Adrian, who by her means had ascended the throne until her death, A.D. 122, when she was ranked among the gods.",Crabb,Dio. Aurel. Victor. &c. ,"493, Vol 2"
265,"Sempronia, gens","A Patrician family of Rome, which afterwards mingled with Plebeians. It is divided into the branches of the Gracchi, Scipios, and Atratini, &c.",Crabb,,"566, Vol 2"
266,Theophilus,"The sixth biship of Antioch, who governed that church from 169 to 182, and left several works, of which, only three Letters addressed to Autolycus, are remaining. Some have supposed this Theophilus to be the person whom St. Luke addresses in his Gospel, and in the Acts, but the period of time in which the two lived, make this very improbable.",Crabb,Origen. Hom. I in Luc.; Ambros. in Luc.; Epihpan. Hoer.,"616, Vol 2"
267,Tydeus,"A son of Oeneus, king of Carydon, by Periboea, who, in consequence of the accidental murder of one of his friends, fled to the court of Adrastus, king of Argos, whom he assisted, as one of the seven chiefs, in the Theban war. On his return to Argos, he was attacked by 50 Thebasn, who lay in wait for him, and, after having killed many of them, he fell by the hand of Menalippus, but not before he had given the latter a mortal wound. He was the father of Diomedes, who is commonly distinguished by the patronymic Tydides.",Crabb,"Hom. II. 1. 4, &c.;Aeschyl. Sept. Ante. Theb.; Eurip. in Suppl.; Apollod. 1. 1; Diodor. 1. 2; Virg. Aen. 1. 6; Ovid. in Ib.; Hygin. Fab. 69, &c.","633, Vol 2"
268,Tissaphernes," Satrap of Persia, who, after having commanded the forces of Artaxerxes at the battle of Cunaxa against Cyrus, and thereby obtained the daughter of the king in marriage, was put to death by order of the latter, in consequence of his being defeated by Agesilaus.",Crabb,"Thucyd. 1. 8; Xenophon. 1. 1, c. 1, &c.","622, Vol 2"
269,Polemon,"A sophist of Laodicea, who was often sent by his countrymen on embassies to the emperor Adrian, with whom he was in great favour. He wrote declamations in Greek. ",Crabb,Gyrald. de Poet. Hist. 1. 5.,"497, Vol 2"
270,Polycrates,"Tyrant of Samos, who had a fleet of a hundred ships of war, was one of the most powerful princes of his time; but going on a visit to Magnesia, on the Maeander, at the invitation of Orestes the governor, he was shamefully put to death by the latter, out of envy for his good fortune, A. C. 522. ",Crabb,"Herod. 1.3; Thucyd. 1.1; Cic. Fin. 1.5; Strab. 1.14; Plin. 1.33; Phil, de Phil.; Paus. 1.8.","498, Vol 2"
271,"Ubaldi, de Ubaldis or Baldus","A celebrated lawyer, and native of Perugia, died 1400, leaving many works on civil law, &c.",Crabb,,"281, Vol 1"
272,"Mutius, Scaevola","A Roman consul, and son-in-law of Laelius, who obtained a victory over the Dalmatians, and is much commended by Cicero for his knowledge in the civil law.",Crabb,"Cic. Plut. 8, c. 10, &c.","388, Vol 2"
273,Polyperchon or Polysperchon,"One of the officers of Alexander, who was appointed governor of Macedonia by Antipater; but was killed in battle, A. C. 309.",Crabb,,"498, Vol 2"
274,"Pompeius, Cneius and Sextus","The two sons of the preceding [Pompey the Great], were masters of
a powerful army soon after the death of their father, with which they engaged the forces of the conqueror; but Cneius was left among the slain, and Sextus fled to Sicily. After the murder of Caesar he attempted to oppose the triumvirs with a fleet of 350 ships; but was defeated, and fled with only 17 sail to Asia, where Antony caused him to be seized and put to death at Miletus.",Crabb,,"499, Vol 2"
275,Priamus,"Priam, son of Laomedon, by Strymo, and the last king of Troy, was among the number of prisoners carried away by Hercules on his capture of Troy;
but being redeemed by his sister Hesione, he ascended the throne of his father, and having encouraged his son Paris in carrying away Helen from Sparta, the Trojan war ensued, which terminated fatally both for the kingdom and himself. He is said to have been slain on the night when
Troy was taken, near an altar, where he had taken refuge, by Neoptolennis, the son of Achilles, against whom he had attempted to hurl a feeble dart with his aged arm. ",Crabb,"Hom. Il. passim.; Dict. Cret. 1.1, &c; Dares. Phryg.; Herod. 1.2; Cic. Tusc. 1.1; Virg. Aen. 1.2; Hygin. Fab. &c.","505, Vol 2"
276,Prometheus,"A son of Japetus by Clymene, one of the Occanides, and brother of Atlas, who stole fire from heaven, with which he is said to have animated the first man and woman whom he made of clay, He was condemned by Jupiter for this fraud to be tied to a rock on mount Caucasus, where, for 30,000 years, a vulture was to feed upon his liver as often as it grew again, which it did continually. He was delivered from this confinement at the end of 30 years by Hercules.",Crabb,,"507, Vol 2"
277,Ptolemaeus,"A son of Ptolemy Soter, being unable to succeed to the throne of Egypt, flet to Seleucus, king of Macedonia, whom he perfidiously murdered, and took possession of the throne. He did not, however, retain it more than a year and five months, when he was killed in battle against the Gauls, A.C. 280.",Crabb,"Polyb, Justin, Pausanias","509, Vol 2"
278,"Valerius, Publius surnamed Publicola","On account of his popularity, was very active in assisting Brutus to expel the Tarquins. He gained a victory over the Etrurians at the time that Brutus and the sons of Tarquin fell, and died after having been four times consul. ",Crabb,Liv. 1. 1 ; Flor. 1. 1 ; Plut. in Vit.,"637, Vol 2"
279,Tiglath-Pileser,"or, Tlglath-Pilareser, a king of Assyria, to whom Ahaz, king of Judah, sent ambassadors, to desire his assistance against Rezin, king of Assyria, and Pekah, king of Israel. 2 Kings xvi. He began to reign at Nineveh A. M. 3257, A. C. 747, and died after a reign of 19 years, having Shalmaneser for his
successor.",Crabb,,"622, Vol 2"
280,"Calaber, Q. called also Smyrneus","A poet of the third century, wrote a Continuation of Homer's Iliad in
Greek poetry; the best editions of which are that of Rhodoraan, 12mo. Hanov. 1604, with the notes of Dausqueius; and that of Pauw. 8vo. Lugd. Bat. 1734.",Crabb,,"395, Vol 1"
281,"Rabaus Maurus, Magnentius","Archbishop of Mentz, was born in 785, succeeded Orgar in the archiepiscopal see of his native city in 847, and died in 856, leaving a great number of works, which were printed at Cologn in 3 vols. fol. 1627.",Crabb,,"514, Vol 2"
282,Ramirus I,"Succeeded Alphonsus II, and died in 850, after a reign of 26 years, during which he gained a great battle over the Moors.",Crabb,,"516, Vol 2"
283,"Reaumur, Rene Anthony Farchault, Sieur de","A French naturalist, was bom at Rochelle in 1683, and died
in 1756, after having directed his observations to different
branches of natural philosophy, particularly to the reducing
thermometers to a common standard, whence thermometers,
constructed on his principle, are still known by his
name.",Crabb,,"519, Vol 2"
284,Reccared I,"Succeeded his father Leuvigildus in 586, and died after a reign of fifteen years, leaving his son Leuva or Liuba II, to succeed him on the throne. His effigy, and that of the following prince, are given, as in the annexed figures. ",Crabb,,"518, Vol 2"
285,Regino,"A Benedictine, who died in 915, was the author of a Chronicle, published in the collection of German historians by Pistorius, 3 vols. fol. 1583, and also of a collection of canons, &c. Entitled ""De Disciplinis Ecclesiasticis, et de Religione Christiana.""",Crabb,,"519, Vol 2"
286,Rehoboam,"Son and successor of Soloman, whose mother was Naamah, an Ammonitess, began to reign A.M. 3029, A.C. 975, and died after a reign of 17 years, during which the ten tribes formed a seperate kingdom under Jeroboam, the son of Nebat.",Crabb,1 Kings xiv.,"519, Vol 2"
287,Remi,"A Benedictine of Auxerre in the ninth century, left, among other things, 'A Commentary on the Musical Treatise of Martianus Capella.'",Crabb,,"520, Vol 2"
288,Richard of St. Victor,"A celebrated divine and Scripture commentator in the 12th century, was a native of Scotland, who went to pursue his studies at the University of Paris. Here he entered among the canons-regular of St. Augustine, at the abbey of St. Victor, and became a pupil of the famous Hugh, who, like him, derived his surname from the same house. Under this master, he assiduously studied the several branches of science, as far as they were then known, particularly theological and biblical literature, and he acquired great reputation by his proficiency, as well as the friendship of the most eminent men in that seat of learning. According to Cave, his fame as a writer commenced about the year 1150. In 1164, he was elected prior of his monastery; where he died in the year 1173, equally respected for his virtues as for his learned attainments. Concerning his merits as a writer, Dupin observes that ""he shows a great deal of subtlety in his theological treatises and argues methodically, with an exactness becoming an able logician. His critical pieces are very accurate, for the time in which he lived. His style, however, is not very elevated; on which account his pious treatises, though abounding in excellent matter, are greatly deficient in weight and energy."" His works consist of critical observations and remarks on some of the historical parts of the Old Testament, relating to the tabernacle and the temple of Solomon; allegorical and moral Commentaries on several of the Psalms, the Song of Songs, and the Apocalypse; questions on certain difficult passages of St. Paul's epistles, and other parts of the Bible, part of which is printed among the works of Hugh of St. Victor; and numerous critical, doctrinal, and practical treatises, which are particularized in the two first of our authorities. The whole of them have been frequently printed in a collective form, and the best edition is said to be that of Rouen, in 1650, in 2 vols. folio.",Aikin,Caiiis Hist. Lit. Vol. II. subseq. Wald. Dupin. Msreri. M.,"Aikin_I-Z, ln 8894"
289,Ricimer,"Count and Patrician of the Western Empire, and an important civil and military character in the 5th century, was the son of Wallia, daughter of the King of the Visigoths, by a father of Suevian origin. From his youth, he served in the Roman armies, where he acquired great reputation through his warlike exploits, and came to be regarded as the ablest commander of the age. Sidonius Apollinaris accumulates in his character of Ricimer all the excellencies of the most celebrated names in ancient Rome; however, it appears from his actions that they had the alloy of perfidy and unprincipled ambition. In the reign of the Emperor Avitus, being one of the chief commanders of the Barbarian troops that formed the defense of Italy, he destroyed, in the year 456, on the coast of Corsica, a fleet of Genseric the Vandal King, destined to ravage the coasts of Gaul or Italy. This success enabled him to avail himself of the public discontents to depose Avitus and raise Majorian to the throne in 457. The vigor and ability with which this prince maintained his dignity disappointed Ricimer's expectations of enjoying the supreme authority under his name. Ricimer fomented a sedition among the troops at Tortona, where Majorian was encamped on his return from Gaul, and compelled him, in 461, to abdicate the purple, an act soon followed by his death. Ricimer then elevated to the throne one Libius Severus, an obscure man who bore the title of Emperor for four years without performing any imperial function. In that period, and in an interregnum of two years more, Ricimer exercised sovereign authority, amassing treasures, forming a separate army, and negotiating alliances. He cut off a king of the Alans, with all his followers, who had invaded Italy, but he was unable to extend his sway beyond the Alps, where two generals, Egidius in Gaul, and Marcellinus in Dalmatia, maintained themselves in independence. The Barbarian birth of Ricimer prevented his assumption of the purple, and in 467, he concurred in the inauguration of Anthemius, whose daughter he married at the same time. The new Emperor and his potent son-in-law passed some years in union, but eventually, dissensions broke out between them, and Ricimer, withdrawing from Rome, fixed his residence at Milan. There, after a feigned reconciliation with Anthemius, he incited his army to revolt, and with a reinforcement of new Barbarian levies, marched to Rome. After a vigorous resistance, the unfortunate capital was stormed and sacked with every circumstance of cruelty in July 472, and Anthemius, dragged from his concealment, was murdered by order of Ricimer, who caused Olybrius to be proclaimed in his stead. He himself was shortly after carried off by disease, bequeathing the command of his army to his nephew Gundebald, a Burgundian prince.",Aikin,Univers. Hist. Gibbon. A.,"Aikin_I-Z, ln 8946"
290,Robert de Courtenay,"One of the French emperors of Constantinople, succeeded his father Peter in 1218, and died in 1228, after a weak reign, in which the two kingdoms of Trebizonde and Thessalonica were established.",Crabb,,"526, Vol 2"
291,Roderic of Toledo or Rodericus Ximenius,"Archbishop of Toledo, was raised to this see in 1243, and died in 1247, on his return from the general council of Lyons. He wrote a History of Spain, which was published in the collection of Spanish historians, with notes by Andrew Schottus.",Crabb,,"529, Vol 2"
292,Rodolph III,"Succeeded his father, Conrad I, in 994, and died after a reign of 28 years.",Crabb,Du Chene. Hist. Bourg.,"529, Vol 2"
293,Rotharis,"King and legislator of the Lombards, was Duke of Brescia at the time of the death of King Ariovald in 638, who left a widow named Gundeberg, and no male issue. The Lombard nobles gave Gundeberg the privilege of raising to the throne the person she should choose for a husband, and her choice fell upon Rotharis. He repudiated his wife for the sake of his royal spouse, whom he promised to maintain in the dignity of queen. He was, however, an Arian and she a Catholic; and either in consequence of that diirerence, or some other cause of dissention, he violated his obligation, and shut her up in an apartment of the palace of Pavia, till, after a confinement of five years, she was restored to her rank through the mediation of Clovis II. Rotharis, soon after his election, had to contend against the opposition of some disaffected nobles, which he quelled with great severity, and afterwards reigned with equal glory and prosperity at home and abroad. Not conceiving himself bound by the treaty his predecessor had made with the exarch of the empire, he suddenly broke into the province of the Cottian Alps, which he reduced, and then made himself master of all the towns in the Venetian province. The exarch in the meantime made an incursion into the Lombard territory, which called away Rotharis from his conquests; and an engagement ensued, in which the exarch was totally defeated, and obliged to save the relics of his army by flight. Rotharis likewise penetrated into Liguria, and took Genoa, Albenga, and other maritime towns, which he pillaged and dismantled, carrying away the inhabitants as prisoners. It was much more to his praise that he was the first who gave to his nation a code of written laws. In the fifth year of his reign he summoned a general diet of his nobles at Pavia, where, with their consent, he enacted a number of laws, which were made public in an edict issued in 643, consisting of 386 articles. Although many of these have the stamp of a rude age and people, yet they are accounted more judicious than the laws of some other barbaric people; and it is observable that Rotharis was sufficiently enlightened to deride the superstition of witchcraft, and protect the victims of that imputed crime from popular rage. He also practised religious toleration, and provided in all the cities of his kingdom a bishop for each of the two persuasions, the Arian and the Catholic. After having filled the Lombard throne for 15 years and 4 months, with the character of the most illustrious prince of his time, he died in 653, at the age of 47. 
",Aikin,Paul Diacon. Univers. Hist. Gibbon. A.,"544, Vol 2"
294,"St. Germain, Christopher","a lawyer and lawwriter, was bom at Shilton, in Warwickshire, educated at
Oxford, and studied law at the Inner Temple, where he died in 1540. He is still remembered as the author of the 'Doctor and the Student,' &c. first printed by Rastall, in Latin, 12mo. 1523, and reprinted in 1528, since which time it has gone through numerous editions; the last in 8vo. 1787, was corrected and improved by William Muchall, or Murchall. Two other tracts are attributed by Ames to St. German, although they bear the name of Godfrey, namely, 'A Treatise concerning the Power of the Clergy,' &c.; and 'A Treatise concenynge divers of the Constitucyons,' &c. 12mo. no date. Tanner ascribes to him, ' A Treatise concerning the Division between the Spiritualitie and the Temporalitie,' printed by Redman, without date,
and supposed to be the same work as 'The Pacyfyer of the division between the Spiritualitie and the Temporalitie,' printed by Berthelet. He is also considered as the author of ' Newe Additions, treating more especially of the Power of Parlyament concernynge the Spiritualitie,' &c. 12mo. 1531; and now reprinted in all the modern editions of tlie 'Doctor and Student.'",Crabb,,"551, Vol 2"
295,"Salmasius or Saumaise, Claude","A scholar and antiquary of the 16th century, of an ancient and noble
family of Semur-en-Auxois, in Burgundy, was the author of numerous works on criticisim, law, and philosophy, among others, of 'Pliniani Exercitationes,' &c. 2 vols. fol. Lugd. Bat. 1629, and Ultraj. 1629; 'De Usuris,' 8vo. Lugd. Bat. 1638; 'Achillis Tatii Alexandrini Eroticon,' &c. 12mo. ibid. 1640; 'De Homonymis Hiles Atricae Exercitationes inedita,' &c. but he is most generally known in England by his 'Defensio regia pro Carolo I,' &c. or a Defence of the regal Government of England, which was answered by Milton, by order of the usurping powers.",Crabb,,"553, Vol 2"
296,Sanballat,"Chief or govenor of the Samaritans, who was a great enemy to the Jews, and was active in preventing them from building the temple at Jerusalem.",Crabb,Ezra iv.; Neh. ii; Joesph. I.,"554, Vol 2"
