place_name,index_section,index_text,placeID
Genoa and Corsica,Genoa,"This territory was anciently inhabited by the Ligures, who submitted to the Romans in 115 B.C. and underwent the revolutions of Rome and Lombardy till 950, when the Genoese formed themselves into a republic; which, after many wars with the Pisans, Venetians, and Moors, continues to this day.",13.09
Milan,Milan,"The capital of this territory is said to have been built by the Gauls in 357 B.C. and, together with the rest of Gallia Transpadana, submitted to the Romans in 222 B.C. Afterwards it underwent the revolutions of Rome and Lombardy, till 1221, when it formed itself into a republic, and, under the sovereignty of the German emperors, was governed by its own dukes, from John Galeazzo in 1395, till 1501, when it was conquered by Lewis XII. king of France. In 1513 the emperor Maximilian recovered it from the French, and Francis I. both won and lost it again in 1521. Upon the death of Francis Sforza, in 1535, it was, by Charles V. united to the crown of Spain, under which it continued till 1706, when the French and Spaniards were driven out of it by the Imperialists, upon whom it is now dependent as a fief.",13.1
Savoy,Savoy,"This territory was anciently part of Gallia Narbonensis, which submitted to the Roman arms in the consulship of Q. Martius Rex, in 118 B.C. In 395 the Alemans seized it, but were expelled by the Franks in 496, and, it underwent the same revolutions with Switzerland, til about 1040, when Conrad, emperor of Germany, gave in property St. Maurice, Valais, and the country of Chablais, to Hubert, surnamed with the white hands. His descendents soon enlarged their territories by marriages and conquests. In 1713 the duke of Savoy took the title of king of Sicily, and had possession of that island till 1718, when he exchanged it for Sardinia, at the treaty called the quadruple alliance. The king ’s residence is at Turin in Piedmont.",13.11
Switzerland,Switzerland,"JULIUS CAESAR defeated the Helvetii, the old inhabitants of this country, in 57 B.C. After remaining under the dominion of the Romans, it was in 395 seized by the Alemans, a German nation, who made their first appearance in 214, and settled in the dutchy of Wirtemberg. It was held by them till they were expelled by Clovis, king of France, in 496. Under the Franks it remained till 888; when, upon the death of Charles the Gross, it was seized by Raoul, and became part of the kingdom of Burgundy, which was given by Rodolf, the last king of Burgundy, to Conrad II. emperor of Germany, in 1032; from which time it was esteemed a part of the empire; but being unjustly treated by Albert duke of Austria, the inhabitants revolted in 1308. In 1315 the several states of which this country is composed made their league perpetual, and in 1649 their liberty was absolutely fixed by treaty.",14.01
Holland,Holland,"This country was anciently part of the territories of the Belgae, who submitted to Julius Caesar about 47 B.C. It was possessed by the Franks about 412, and continued under them, till Thierry, general of Charles the Bald, established a sovereignty there, and became the first count of Holland in 868. His posterity enjoyed it till 1206, when it passed to the earls of Hainault, in which family it continued till 1417, when it passed, by the surrender of Jaqueline count of Hainault and Holland, to Philip the Good, duke of Burgundy. In 1534 the people this province, rather than submit to the bishop of Utrecht, surrendered their liberties to Charles V. who, in 1556, gave them to his son Philip of Spain. Being oppressed by the Spaniards, they, together with other neighbouring provinces, revolted in 1572, and at length compelled their old masters to acknowledge them an independent republic, as they continue to be to this day.",15.01
Flanders,Holland,"This country was part of the territories of the ancient Belgae, who were conquered by Julius Caesar about 47 B.C. The Franks seized it about 412, and in 864 it was granted to Baldwin I. by the title of earl of Flanders, the sovereignty being reserved to France. This earldom, by the marriage of Philip, duke of Burgundy, with Margaret, daughter of Lewis de Malatin, earl of Flanders, in 1369, came to the house of Burgundy, and it passed to the house of Austria by the marriage of Mary, daughter and heiress of Charles the Hardy, to Maximilian emperor of Germany. In this family it still is, but the sovereignty was in France till 1525, when Charles V. taking Francis I. prisoner, at the battle of Pavia, was released from that servitude. In 1556 Charles resigned these territories to his son Philip king of Spain. In ???? Denmark was ceded to the French by the English, who had possessed it from the year 1?5?. Afterwards the French made more conquests in Flanders, which were confirmed to them at the treaty of Aix-la-Chapelle, in the year ???8, and they have rather been enlarged than diminished since that time. In ???5 at the treaty of Vienna, the Spanish dominions in the Netherlands were confirmed to Germany, as had been stipulated in the treaty of London in 1722.",15.02
Lorrain,Lorrain,"This country was given by the emperor Lotharius, about the year 851, to his second son Lotharius, from whom it had its name, and who resided at Metz. Lorrain continued under princes of its own till the year 1670, when it was finally seized by Lewis XIV. king of France.",15.03
Burgundy,Franche Comté,"This territory was conquered by Julius Caesar about 47 B.C. About 842 this province, which was part of the dutchy of Burgundy Transjuran, came to be, in a manner, independent of the Franks. The whole dutchy comprehended the provinces of Dauphiné and Provence (which were called Burgundy Cisjuran) as well as these countries. Upon the death of Charles the Gross, in 888, they were erected into a kingdom, and continued to be independent till about 1025, when Rodolph, the last king of Burgundy, gave them to Conrad II, emperor of Germany. In 1101 they were given to Otho of Flanders, son to a sister of the emperor Conrad, and by the family of Burgundy they came, in 1477, together with other territories, to the house of Austria, in which this province remained, but under its own prince, till 1674, when it was seized by the French.",15.04
France (northern),France,"The ancient inhabitants of this country were called Gauls, and received a colony of Belgae from Germany about 200 B.C. That part of the country which was called Gallia Narbonensis, was a made a Roman province in 118 B.C. about which time the Allobroges were reduced. In 57 B.C. Caesar defeated the Helvetii; and in 47 the Belgae, together with the rest of the country, were conquered by him, except the Salassi, a people who inhabited a part of the Alps, and who were not reduced till about 25 B.C. In 400 the emperor Honorius allowed the Goths to settle in the southern parts of Gaul. In 406 the Vandals, Alans, and Suevi broke into this country; and after remaining there three years, passed into Spain, which they divided among them. In 413 the Burgundi, a people of Germany, seized upon that part of Gaul which is in the neighbourhood of the Rhine; in 490 they enlarged their territories; but in 534 an end was put to their kingdom by the Franks, another German nation, who had settled between the Rhine and the Maine in 412. In 470 the Franks, under Childeric(?), extended their conquests in Gaul, and in 498 they put an end to the dominion of the Romans in this country. In 510 the Franks made themselves masters of the greatest part of the dominions of the Goths, Clovis having defeated and killed their king Alaric, whereby they came into possession of almost the whole of what is now called France. In 886(?) the Normans ravaged part of France, in 887 they laid siege to Paris, in 906 they settled in Neustria, and the next year seized Britany, Picardy, and Champaign. In 1204 Philip Augustus king of France took Normandy from king John of England; but in 1154 Henry II. of England, by virtue of his marriage with Eleanor, heiress of the house Poictiers (after Lewis the young king of France had divorced her) became possessed of Poictou, Guienne, and Santoigne; besides being earl of Anjou, Touraine, and Maine, on the death of his father Geoffroy Plantagenet. In 1347 Edward I. took Calais, and peopled it with English. In 1360 a peace was made between Edward III. and the king of France, by which Guienne, Poictou, Santoigne, and several other territories in the neighbourhood of Calais, were granted to Edward in full sovereignty, and he relinquished all claim to Normandy.  About the year 1372, the French recovered all that the English possessed in France, except Calais; but in 1415 Henry V. invaded France, gained the great battle of Agincourt, and died in possession of Normandy, Paris, and a great part of the kingdom; and Henry VI. his son, was crowned king of France in Paris by the earl of Bedford. Till the end of the year 424 the English had great success, reducing Maine, and other provinces in that neighbourhood; but from that time the English affairs went backwards, so that all Normandy was lost in 1450, Guienne in 1453, and nothing was kept but Calais and Guisnes. In 1477, the duke of Burgundy being killed in a battle with the Swiss, Lewis XI. annexed a part of that dutchy to the throne of France, at the same time that the rest of his estates were seized by the Germans, in consequence of the daughter of the last duke having married the emperor Maximilian. In 1498 Lewis XII. married the Dutchess Dowager of Bretaigne, where-by he annexed that dutchy to his dominions. This province had been a separate principality, at least, from the year 846, when Nomenon was its duke. In 1558 the French conquered Calais, Guisnes, and all that the English held in France.",15.05
France (eastern),France,"The ancient inhabitants of this country were called Gauls, and received a colony of Belgae from Germany about 200 B.C. That part of the country which was called Gallia Narbonensis, was a made a Roman province in 118 B.C. about which time the Allobroges were reduced. In 57 B.C. Caesar defeated the Helvetii; and in 47 the Belgae, together with the rest of the country, were conquered by him, except the Salassi, a people who inhabited a part of the Alps, and who were not reduced till about 25 B.C. In 400 the emperor Honorius allowed the Goths to settle in the southern parts of Gaul. In 406 the Vandals, Alans, and Suevi broke into this country; and after remaining there three years, passed into Spain, which they divided among them. In 413 the Burgundi, a people of Germany, seized upon that part of Gaul which is in the neighbourhood of the Rhine; in 490 they enlarged their territories; but in 534 an end was put to their kingdom by the Franks, another German nation, who had settled between the Rhine and the Maine in 412. In 470 the Franks, under Childeric(?), extended their conquests in Gaul, and in 498 they put an end to the dominion of the Romans in this country. In 510 the Franks made themselves masters of the greatest part of the dominions of the Goths, Clovis having defeated and killed their king Alaric, whereby they came into possession of almost the whole of what is now called France. In 886(?) the Normans ravaged part of France, in 887 they laid siege to Paris, in 906 they settled in Neustria, and the next year seized Britany, Picardy, and Champaign. In 1204 Philip Augustus king of France took Normandy from king John of England; but in 1154 Henry II. of England, by virtue of his marriage with Eleanor, heiress of the house Poictiers (after Lewis the young king of France had divorced her) became possessed of Poictou, Guienne, and Santoigne; besides being earl of Anjou, Touraine, and Maine, on the death of his father Geoffroy Plantagenet. In 1347 Edward I. took Calais, and peopled it with English. In 1360 a peace was made between Edward III. and the king of France, by which Guienne, Poictou, Santoigne, and several other territories in the neighbourhood of Calais, were granted to Edward in full sovereignty, and he relinquished all claim to Normandy.  About the year 1372, the French recovered all that the English possessed in France, except Calais; but in 1415 Henry V. invaded France, gained the great battle of Agincourt, and died in possession of Normandy, Paris, and a great part of the kingdom; and Henry VI. his son, was crowned king of France in Paris by the earl of Bedford. Till the end of the year 424 the English had great success, reducing Maine, and other provinces in that neighbourhood; but from that time the English affairs went backwards, so that all Normandy was lost in 1450, Guienne in 1453, and nothing was kept but Calais and Guisnes. In 1477, the duke of Burgundy being killed in a battle with the Swiss, Lewis XI. annexed a part of that dutchy to the throne of France, at the same time that the rest of his estates were seized by the Germans, in consequence of the daughter of the last duke having married the emperor Maximilian. In 1498 Lewis XII. married the Dutchess Dowager of Bretaigne, where-by he annexed that dutchy to his dominions. This province had been a separate principality, at least, from the year 846, when Nomenon was its duke. In 1558 the French conquered Calais, Guisnes, and all that the English held in France.",15.06
France (central),France,"The ancient inhabitants of this country were called Gauls, and received a colony of Belgae from Germany about 200 B.C. That part of the country which was called Gallia Narbonensis, was a made a Roman province in 118 B.C. about which time the Allobroges were reduced. In 57 B.C. Caesar defeated the Helvetii; and in 47 the Belgae, together with the rest of the country, were conquered by him, except the Salassi, a people who inhabited a part of the Alps, and who were not reduced till about 25 B.C. In 400 the emperor Honorius allowed the Goths to settle in the southern parts of Gaul. In 406 the Vandals, Alans, and Suevi broke into this country; and after remaining there three years, passed into Spain, which they divided among them. In 413 the Burgundi, a people of Germany, seized upon that part of Gaul which is in the neighbourhood of the Rhine; in 490 they enlarged their territories; but in 534 an end was put to their kingdom by the Franks, another German nation, who had settled between the Rhine and the Maine in 412. In 470 the Franks, under Childeric(?), extended their conquests in Gaul, and in 498 they put an end to the dominion of the Romans in this country. In 510 the Franks made themselves masters of the greatest part of the dominions of the Goths, Clovis having defeated and killed their king Alaric, whereby they came into possession of almost the whole of what is now called France. In 886(?) the Normans ravaged part of France, in 887 they laid siege to Paris, in 906 they settled in Neustria, and the next year seized Britany, Picardy, and Champaign. In 1204 Philip Augustus king of France took Normandy from king John of England; but in 1154 Henry II. of England, by virtue of his marriage with Eleanor, heiress of the house Poictiers (after Lewis the young king of France had divorced her) became possessed of Poictou, Guienne, and Santoigne; besides being earl of Anjou, Touraine, and Maine, on the death of his father Geoffroy Plantagenet. In 1347 Edward I. took Calais, and peopled it with English. In 1360 a peace was made between Edward III. and the king of France, by which Guienne, Poictou, Santoigne, and several other territories in the neighbourhood of Calais, were granted to Edward in full sovereignty, and he relinquished all claim to Normandy.  About the year 1372, the French recovered all that the English possessed in France, except Calais; but in 1415 Henry V. invaded France, gained the great battle of Agincourt, and died in possession of Normandy, Paris, and a great part of the kingdom; and Henry VI. his son, was crowned king of France in Paris by the earl of Bedford. Till the end of the year 424 the English had great success, reducing Maine, and other provinces in that neighbourhood; but from that time the English affairs went backwards, so that all Normandy was lost in 1450, Guienne in 1453, and nothing was kept but Calais and Guisnes. In 1477, the duke of Burgundy being killed in a battle with the Swiss, Lewis XI. annexed a part of that dutchy to the throne of France, at the same time that the rest of his estates were seized by the Germans, in consequence of the daughter of the last duke having married the emperor Maximilian. In 1498 Lewis XII. married the Dutchess Dowager of Bretaigne, where-by he annexed that dutchy to his dominions. This province had been a separate principality, at least, from the year 846, when Nomenon was its duke. In 1558 the French conquered Calais, Guisnes, and all that the English held in France.",15.07
Occitanie,France,"The ancient inhabitants of this country were called Gauls, and received a colony of Belgae from Germany about 200 B.C. That part of the country which was called Gallia Narbonensis, was a made a Roman province in 118 B.C. about which time the Allobroges were reduced. In 57 B.C. Caesar defeated the Helvetii; and in 47 the Belgae, together with the rest of the country, were conquered by him, except the Salassi, a people who inhabited a part of the Alps, and who were not reduced till about 25 B.C. In 400 the emperor Honorius allowed the Goths to settle in the southern parts of Gaul. In 406 the Vandals, Alans, and Suevi broke into this country; and after remaining there three years, passed into Spain, which they divided among them. In 413 the Burgundi, a people of Germany, seized upon that part of Gaul which is in the neighbourhood of the Rhine; in 490 they enlarged their territories; but in 534 an end was put to their kingdom by the Franks, another German nation, who had settled between the Rhine and the Maine in 412. In 470 the Franks, under Childeric(?), extended their conquests in Gaul, and in 498 they put an end to the dominion of the Romans in this country. In 510 the Franks made themselves masters of the greatest part of the dominions of the Goths, Clovis having defeated and killed their king Alaric, whereby they came into possession of almost the whole of what is now called France. In 886(?) the Normans ravaged part of France, in 887 they laid siege to Paris, in 906 they settled in Neustria, and the next year seized Britany, Picardy, and Champaign. In 1204 Philip Augustus king of France took Normandy from king John of England; but in 1154 Henry II. of England, by virtue of his marriage with Eleanor, heiress of the house Poictiers (after Lewis the young king of France had divorced her) became possessed of Poictou, Guienne, and Santoigne; besides being earl of Anjou, Touraine, and Maine, on the death of his father Geoffroy Plantagenet. In 1347 Edward I. took Calais, and peopled it with English. In 1360 a peace was made between Edward III. and the king of France, by which Guienne, Poictou, Santoigne, and several other territories in the neighbourhood of Calais, were granted to Edward in full sovereignty, and he relinquished all claim to Normandy.  About the year 1372, the French recovered all that the English possessed in France, except Calais; but in 1415 Henry V. invaded France, gained the great battle of Agincourt, and died in possession of Normandy, Paris, and a great part of the kingdom; and Henry VI. his son, was crowned king of France in Paris by the earl of Bedford. Till the end of the year 424 the English had great success, reducing Maine, and other provinces in that neighbourhood; but from that time the English affairs went backwards, so that all Normandy was lost in 1450, Guienne in 1453, and nothing was kept but Calais and Guisnes. In 1477, the duke of Burgundy being killed in a battle with the Swiss, Lewis XI. annexed a part of that dutchy to the throne of France, at the same time that the rest of his estates were seized by the Germans, in consequence of the daughter of the last duke having married the emperor Maximilian. In 1498 Lewis XII. married the Dutchess Dowager of Bretaigne, where-by he annexed that dutchy to his dominions. This province had been a separate principality, at least, from the year 846, when Nomenon was its duke. In 1558 the French conquered Calais, Guisnes, and all that the English held in France.",15.08
Brittany,France,"The ancient inhabitants of this country were called Gauls, and received a colony of Belgae from Germany about 200 B.C. That part of the country which was called Gallia Narbonensis, was a made a Roman province in 118 B.C. about which time the Allobroges were reduced. In 57 B.C. Caesar defeated the Helvetii; and in 47 the Belgae, together with the rest of the country, were conquered by him, except the Salassi, a people who inhabited a part of the Alps, and who were not reduced till about 25 B.C. In 400 the emperor Honorius allowed the Goths to settle in the southern parts of Gaul. In 406 the Vandals, Alans, and Suevi broke into this country; and after remaining there three years, passed into Spain, which they divided among them. In 413 the Burgundi, a people of Germany, seized upon that part of Gaul which is in the neighbourhood of the Rhine; in 490 they enlarged their territories; but in 534 an end was put to their kingdom by the Franks, another German nation, who had settled between the Rhine and the Maine in 412. In 470 the Franks, under Childeric(?), extended their conquests in Gaul, and in 498 they put an end to the dominion of the Romans in this country. In 510 the Franks made themselves masters of the greatest part of the dominions of the Goths, Clovis having defeated and killed their king Alaric, whereby they came into possession of almost the whole of what is now called France. In 886(?) the Normans ravaged part of France, in 887 they laid siege to Paris, in 906 they settled in Neustria, and the next year seized Britany, Picardy, and Champaign. In 1204 Philip Augustus king of France took Normandy from king John of England; but in 1154 Henry II. of England, by virtue of his marriage with Eleanor, heiress of the house Poictiers (after Lewis the young king of France had divorced her) became possessed of Poictou, Guienne, and Santoigne; besides being earl of Anjou, Touraine, and Maine, on the death of his father Geoffroy Plantagenet. In 1347 Edward I. took Calais, and peopled it with English. In 1360 a peace was made between Edward III. and the king of France, by which Guienne, Poictou, Santoigne, and several other territories in the neighbourhood of Calais, were granted to Edward in full sovereignty, and he relinquished all claim to Normandy.  About the year 1372, the French recovered all that the English possessed in France, except Calais; but in 1415 Henry V. invaded France, gained the great battle of Agincourt, and died in possession of Normandy, Paris, and a great part of the kingdom; and Henry VI. his son, was crowned king of France in Paris by the earl of Bedford. Till the end of the year 424 the English had great success, reducing Maine, and other provinces in that neighbourhood; but from that time the English affairs went backwards, so that all Normandy was lost in 1450, Guienne in 1453, and nothing was kept but Calais and Guisnes. In 1477, the duke of Burgundy being killed in a battle with the Swiss, Lewis XI. annexed a part of that dutchy to the throne of France, at the same time that the rest of his estates were seized by the Germans, in consequence of the daughter of the last duke having married the emperor Maximilian. In 1498 Lewis XII. married the Dutchess Dowager of Bretaigne, where-by he annexed that dutchy to his dominions. This province had been a separate principality, at least, from the year 846, when Nomenon was its duke. In 1558 the French conquered Calais, Guisnes, and all that the English held in France.",15.09
Dauphine,Dauphine and Provence,"These provinces were anciently part of Gallia Narbonensis, and underwent all the revolutions of Savoy, which was also a part of it, till 842, when it was part of the Duchy of Burgundy, which was, in a manner, independent of any other power. In 876 Hugh de Arles obtained these provinces of Boson duke of Burgundy, with the title of Earl of Provence. Under these earls it continued, with several changes of family, till 1481; when Charles, earl of Maine, gave it to Lewis XII. king of France, who was his cousin-german. At what time Dauphiné came to be separate from Provence is not certain, but its last prince Humbartus II. gave it to Philip de Valois king of France in 1346, upon condition that the eldest son of the king of France should always bear the title of Dauphin, which has been observed ever since. ",15.1
Provence,Dauphine and Provence,"These provinces were anciently part of Gallia Narbonensis, and underwent all the revolutions of Savoy, which was also a part of it, till 842, when it was part of the Duchy of Burgundy, which was, in a manner, independent of any other power. In 876 Hugh de Arles obtained these provinces of Boson duke of Burgundy, with the title of Earl of Provence. Under these earls it continued, with several changes of family, till 1481; when Charles, earl of Maine, gave it to Lewis XII. king of France, who was his cousin-german. At what time Dauphiné came to be separate from Provence is not certain, but its last prince Humbartus II. gave it to Philip de Valois king of France in 1346, upon condition that the eldest son of the king of France should always bear the title of Dauphin, which has been observed ever since. ",15.11
Navarre,Spain ,"This country was, in early times, divided into a great number of petty states. Before the time of Cyrus (perhaps about 530 B.C.) the Carthaginians had settled themselves in the southern parts of Spain, where they built Gades, now called Cadiz. After the first Punic War in 235, the Carthaginians continued their conquests under Asdrubal, and under Hannibal in 209; but the Romans dispossessed them of all that they held in this country about 206. In 144 Numantia surrendered, and in 16 B.C. Cantabria was finally reduced by Agrippa; upon which the Romans were masters of the whole country. Athaulsus, the son of Alaric, was the first Goth who settled in Spain, being driven from Gaul by other northern nations in 415. In 404(?) the Vandals, Alans, and Suevi settled in this country, the Romans still maintaining their ground in Tarracco, and its neighbourhood. In 428 the Vandals quitted Spain, and went into Africa, the Suevi taking possession of most of their provinces, and the Romans of the rest. In 585 the Suevi were expelled by the Goths, here called Visigoths, and in 568 the Romans were finally expelled by them.
From this time the Goths held possession of all Spain, till the reign of Rothric in 711, when the  Saracens from Africa invaded Spain, under the command of Muza, and in ten months overran the whole country. About 1025 the Saracens in Spain were divided into separate kingdoms; in 1091 they were conquered by the Almoravides from Africa; and in 1140 the Almoravides were conquered by the Almohedes. In 1219 this empire of the Saracens was subdivided again; for as several governors of provinces revolted from Zeit Arax, the son and successor of Mohammed, in Africa, those in Spain followed their example, and accordingly Aben-hut, who was descended from the kings of Saragossa, possessed himself of the kingdom of Murcia, and the best part of Andalusia; Mohammed Ben Abdalla seized Boeza, and the country round it; and the kingdom of Valentia was all that remained to Abuzeit the brother of Mohammed Enazor.
In 718 Don Pelayo began to recover part of Spain from the Saracens. He reigned in Biscay and the Asturies. In 984 Don Bermudo II. of this race, was acknowledged king of Oviedo and Leon, upon a victory he gained over the Moors; but in 1037 this kingdom fell to that of Castile, its prince having invaded that country, and being killed in battle. (The counts of Castile had revolted from the kings of Oviedo about 922, and soon after became kings.) In 1080 the Moorish kingdom of Toledo was conquered, and that city became the capital of the kingdom of Castile. In 1234 these princes took Cordoua from the Moors; in 1248 they took Seville, and in 1266 they took Murcia. After many wars and mutual conquests, this kingdom of Castile, was finally united to that of Arragon by the marriage of Isabella queen of Castile to Don Ferdinand king of Arragon in 1479. In 1491 Ferdinand reduced Granada; and in 1511 he conquered Navarre, whereby an end was put to the dominion of the Moors in Spain. In 716 the kingdom of Navarre commenced, in the person of Garcia Ximines, and was greatly enlarged by conquest, till it afterwards comprehended Arragon.
In 1035 Arragon was erected into a kingdom by Sancho the Great, king of Navarre, in favour of his son Ramiro. In 1076 his son succeeded to the kingdom of Navarre; but in 1133, after a great defeat, and the death of the king, the kingdoms of Arragon and Navarre separated, and chose different kings. In 1240 the kings of Arragon conquered Valentia from the Moors.",16.01
Arragon,Spain ,"This country was, in early times, divided into a great number of petty states. Before the time of Cyrus (perhaps about 530 B.C.) the Carthaginians had settled themselves in the southern parts of Spain, where they built Gades, now called Cadiz. After the first Punic War in 235, the Carthaginians continued their conquests under Asdrubal, and under Hannibal in 209; but the Romans dispossessed them of all that they held in this country about 206. In 144 Numantia surrendered, and in 16 B.C. Cantabria was finally reduced by Agrippa; upon which the Romans were masters of the whole country. Athaulsus, the son of Alaric, was the first Goth who settled in Spain, being driven from Gaul by other northern nations in 415. In 404(?) the Vandals, Alans, and Suevi settled in this country, the Romans still maintaining their ground in Tarracco, and its neighbourhood. In 428 the Vandals quitted Spain, and went into Africa, the Suevi taking possession of most of their provinces, and the Romans of the rest. In 585 the Suevi were expelled by the Goths, here called Visigoths, and in 568 the Romans were finally expelled by them.
From this time the Goths held possession of all Spain, till the reign of Rothric in 711, when the  Saracens from Africa invaded Spain, under the command of Muza, and in ten months overran the whole country. About 1025 the Saracens in Spain were divided into separate kingdoms; in 1091 they were conquered by the Almoravides from Africa; and in 1140 the Almoravides were conquered by the Almohedes. In 1219 this empire of the Saracens was subdivided again; for as several governors of provinces revolted from Zeit Arax, the son and successor of Mohammed, in Africa, those in Spain followed their example, and accordingly Aben-hut, who was descended from the kings of Saragossa, possessed himself of the kingdom of Murcia, and the best part of Andalusia; Mohammed Ben Abdalla seized Boeza, and the country round it; and the kingdom of Valentia was all that remained to Abuzeit the brother of Mohammed Enazor.
In 718 Don Pelayo began to recover part of Spain from the Saracens. He reigned in Biscay and the Asturies. In 984 Don Bermudo II. of this race, was acknowledged king of Oviedo and Leon, upon a victory he gained over the Moors; but in 1037 this kingdom fell to that of Castile, its prince having invaded that country, and being killed in battle. (The counts of Castile had revolted from the kings of Oviedo about 922, and soon after became kings.) In 1080 the Moorish kingdom of Toledo was conquered, and that city became the capital of the kingdom of Castile. In 1234 these princes took Cordoua from the Moors; in 1248 they took Seville, and in 1266 they took Murcia. After many wars and mutual conquests, this kingdom of Castile, was finally united to that of Arragon by the marriage of Isabella queen of Castile to Don Ferdinand king of Arragon in 1479. In 1491 Ferdinand reduced Granada; and in 1511 he conquered Navarre, whereby an end was put to the dominion of the Moors in Spain. In 716 the kingdom of Navarre commenced, in the person of Garcia Ximines, and was greatly enlarged by conquest, till it afterwards comprehended Arragon.
In 1035 Arragon was erected into a kingdom by Sancho the Great, king of Navarre, in favour of his son Ramiro. In 1076 his son succeeded to the kingdom of Navarre; but in 1133, after a great defeat, and the death of the king, the kingdoms of Arragon and Navarre separated, and chose different kings. In 1240 the kings of Arragon conquered Valentia from the Moors.",16.02
Valentia,Spain,"This country was, in early times, divided into a great number of petty states. Before the time of Cyrus (perhaps about 530 B.C.) the Carthaginians had settled themselves in the southern parts of Spain, where they built Gades, now called Cadiz. After the first Punic War in 235, the Carthaginians continued their conquests under Asdrubal, and under Hannibal in 209; but the Romans dispossessed them of all that they held in this country about 206. In 144 Numantia surrendered, and in 16 B.C. Cantabria was finally reduced by Agrippa; upon which the Romans were masters of the whole country. Athaulsus, the son of Alaric, was the first Goth who settled in Spain, being driven from Gaul by other northern nations in 415. In 404(?) the Vandals, Alans, and Suevi settled in this country, the Romans still maintaining their ground in Tarracco, and its neighbourhood. In 428 the Vandals quitted Spain, and went into Africa, the Suevi taking possession of most of their provinces, and the Romans of the rest. In 585 the Suevi were expelled by the Goths, here called Visigoths, and in 568 the Romans were finally expelled by them.
From this time the Goths held possession of all Spain, till the reign of Rothric in 711, when the  Saracens from Africa invaded Spain, under the command of Muza, and in ten months overran the whole country. About 1025 the Saracens in Spain were divided into separate kingdoms; in 1091 they were conquered by the Almoravides from Africa; and in 1140 the Almoravides were conquered by the Almohedes. In 1219 this empire of the Saracens was subdivided again; for as several governors of provinces revolted from Zeit Arax, the son and successor of Mohammed, in Africa, those in Spain followed their example, and accordingly Aben-hut, who was descended from the kings of Saragossa, possessed himself of the kingdom of Murcia, and the best part of Andalusia; Mohammed Ben Abdalla seized Boeza, and the country round it; and the kingdom of Valentia was all that remained to Abuzeit the brother of Mohammed Enazor.
In 718 Don Pelayo began to recover part of Spain from the Saracens. He reigned in Biscay and the Asturies. In 984 Don Bermudo II. of this race, was acknowledged king of Oviedo and Leon, upon a victory he gained over the Moors; but in 1037 this kingdom fell to that of Castile, its prince having invaded that country, and being killed in battle. (The counts of Castile had revolted from the kings of Oviedo about 922, and soon after became kings.) In 1080 the Moorish kingdom of Toledo was conquered, and that city became the capital of the kingdom of Castile. In 1234 these princes took Cordoua from the Moors; in 1248 they took Seville, and in 1266 they took Murcia. After many wars and mutual conquests, this kingdom of Castile, was finally united to that of Arragon by the marriage of Isabella queen of Castile to Don Ferdinand king of Arragon in 1479. In 1491 Ferdinand reduced Granada; and in 1511 he conquered Navarre, whereby an end was put to the dominion of the Moors in Spain. In 716 the kingdom of Navarre commenced, in the person of Garcia Ximines, and was greatly enlarged by conquest, till it afterwards comprehended Arragon.
In 1035 Arragon was erected into a kingdom by Sancho the Great, king of Navarre, in favour of his son Ramiro. In 1076 his son succeeded to the kingdom of Navarre; but in 1133, after a great defeat, and the death of the king, the kingdoms of Arragon and Navarre separated, and chose different kings. In 1240 the kings of Arragon conquered Valentia from the Moors.",16.03
